id	class	signature	redox	ec_class	n_species	definition
rxn07510	skeleton:C	C:-1,H:+1,O:-1,charge:+1			2	(1) 3-Hydroxy-2-naphthoate[0] <= (1) 2,3-Dihydroxynaphthalene[0]
rxn07511	skeleton:B	B:-1,H:+1,O:-2	O2	1	4	(1) O2[0] + (1) Phenylboronic acid[0] <=> (1) H2O[0] + (1) Phenol[0]
rxn07512	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Naphthalene-1-sulfonate[0] => (1) Sulfite[0] + (1) 1,2-Naphthalenediol[0]
rxn07513	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Naphthalene-2-sulfonate[0] => (1) Sulfite[0] + (1) 1,2-Naphthalenediol[0]
rxn07514	charge_only	charge:-2	NH3+O2	1	5	(1) O2[0] + (3) H+[0] + (1) Aniline[0] => (1) NH3[0] + (1) Catechol[0]
rxn07520	charge_only	charge:-2	NO2+O2	1	5	(1) O2[0] + (2) H+[0] + (1) Nitrobenzol[0] <=> (1) Nitrite[0] + (1) Catechol[0]
rxn07526	charge_only	charge:+2			3	(1) Liquiritigenin[0] => (3) H+[0] + (1) 7,4'-Dihydroxyflavone[0]
rxn07531	skeleton:C	C:+1,H:+2			2	(1) 6-Hydroxydaidzein[0] <= (1) Glycitein[0]
rxn07536	skeleton:C	C:+1,H:+2			2	(1) 2,7,4'-Trihydroxyisoflavanone[0] <= (1) 2,7-Dihydroxy-4'-methoxyisoflavanone[0]
rxn07540	H_O_charge	H:-2,O:+1			2	(1) Anhydroglycinol[0] => (1) Coumestrol[0]
rxn07546	skeleton:C	C:-3,H:-1,O:-3,charge:+1			2	(1) Formononetin 7-O-glucoside-6''-O-malonate[0] <= (1) Ononin[0]
rxn07547	skeleton:C	C:-6,H:-11,O:-5,charge:-1			2	(1) Ononin[0] <= (1) Formononetin[0]
rxn07548	charge_only	charge:-2		1	4	(2) H+[0] + (1) o-Hydroxylaminobenzoate[0] <=> (1) H2O[0] + (1) Anthranilate[0]
rxn07549	skeleton:C	C:+2,H:+4,O:+1			2	(1) 2'-Hydroformononetin[0] <=> (1) 7-Hydroxy-2',4',5'-trimethoxyisoflavone[0]
rxn07551	charge_only	charge:-2			3	(2) H+[0] + (1) Vestitone[0] <= (1) DMI[0]
rxn07553	charge_only	charge:-2			3	(2) H+[0] + (1) (-)-Medicarpin[0] <= (1) Vestitol[0]
rxn07556	skeleton:C	C:-3,H:-1,O:-3,charge:+1			2	(1) Medicarpin 3-O-glucoside-6'-malonate[0] <= (1) (-)-Medicocarpin[0]
rxn07557	skeleton:C	C:-6,H:-10,O:-5			2	(1) (-)-Medicocarpin[0] <= (1) (-)-Medicarpin[0]
rxn07558	skeleton:C	C:+7,H:+11,O:+1,charge:+1			2	(1) Calycosin[0] <=> (1) Rotenone[0]
rxn07559	charge_only	charge:+2		1	3	(1) Calycosin[0] => (2) H+[0] + (1) Pseudobaptigenin[0]
rxn07560	H_O_charge	H:+7,O:-1,charge:+1	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Pseudobaptigenin[0] => (1) H2O[0] + (1) NADP[0] + (1) DMI[0]
rxn07561	H_O_charge	H:-6,O:+1	NADP+NADPH	1	5	(1) NADPH[0] + (1) H+[0] + (1) DMI[0] => (1) NADP[0] + (1) (+)-Sophorol[0]
rxn07563	oxygen_only	O:+1			2	(1) (+)-Maackiain[0] => (1) (+)-6a-Hydroxymaackiain[0]
rxn07564	skeleton:C	C:+1,H:+2			2	(1) (+)-6a-Hydroxymaackiain[0] <= (1) Pisatin[0]
rxn07565	H_O_charge	H:-6,O:+1	NADP+NADPH	1	5	(1) NADPH[0] + (1) H+[0] + (1) DMI[0] => (1) NADP[0] + (1) (-)-Sophorol[0]
rxn07569	skeleton:C	C:-3,H:-1,O:-3,charge:+1			2	(1) (-)-Maackiain-3-O-glucosyl-6''-O-malonate[0] <= (1) Trifolirhizin[0]
rxn07570	skeleton:C	C:-6,H:-10,O:-5			2	(1) Trifolirhizin[0] <= (1) (-)-Maackiain[0]
rxn07588	skeleton:C	C:-1,O:-2		2	5	(1) S-Adenosyl-L-methionine[0] + (1) Cobalt-precorrin 6B[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Cobalt-
rxn07589	skeleton:C	C:+1,O:+2		2	5	(1) S-Adenosyl-L-methionine[0] + (1) Cobalt-precorrin 7[0] <=> (1) CO2[0] + (1) S-Adenosyl-homocysteine[0] + (1) Cobalt-
rxn07597	skeleton:C	C:-1,H:+1,O:-2,charge:+1			2	(1) 3,5-Dibromo-4-hydroxybenzoate[0] <= (1) 2,6-Dibromophenol[0]
rxn07598	H_O_charge	H:+1,O:+1,charge:+1			2	(1) 2,6-Dibromophenol[0] => (1) 2,6-Dibromohydroquinone[0]
rxn07599	skeleton:Br	Br:-1,H:-1,O:+3,charge:-2			2	(1) 2,6-Dibromohydroquinone[0] <=> (1) 2-Bromomaleylacetate[0]
rxn07600	charge_only	charge:-2	NH3+O2	1	5	(1) O2[0] + (3) H+[0] + (1) 4-Chloroaniline[0] => (1) NH3[0] + (1) 4-Chlorocatechol[0]
rxn07601	charge_only	charge:-2		1	4	(1) H+[0] + (1) 2,4-DCA[0] <=> (1) Cl-[0] + (1) 4-Chloroaniline[0]
rxn07606	charge_only	charge:-2	O2	1	4	(1) O2[0] + (2) H+[0] + (1) 9-Fluorenone[0] => (1) 1-Hydro-1,1a-dihydroxy-9-fluorenone[0]
rxn07607	charge_only	charge:+2		1	4	(1) H2O[0] + (1) 1-Hydro-1,1a-dihydroxy-9-fluorenone[0] => (3) H+[0] + (1) 2,3-Dihydroxy-2'-carboxybiphenyl[0]
rxn07610	skeleton:C	C:-3,H:-2			2	(1) 3-Isochromanone[0] => (1) Catechol[0]
rxn07611	charge_only	charge:+2		1	3	(1) (+)-(1R,2S)-cis-3,4-Dihydroxy-3,4-dihyd[0] => (2) H+[0] + (1) 3,4-Dihydroxyfluorene[0]
rxn07613	skeleton:C	C:+6,H:+7,O:+6,charge:-1		3	2	(1) H2O[0] => (1) L-Iduronic acid[0]
rxn07614	skeleton:C	C:+6,H:+7,O:+6,charge:-1		3	2	(1) H2O[0] => (1) Glucuronate[0]
rxn07616	skeleton:C,N,S	C:+8,H:+12,N:+1,O:+8,S:+1,charge:-1		3	2	(1) H2O[0] => (1) N-Acetylgalactosamine 4-sulfate[0]
rxn07617	oxygen_only	O:+1		1	2	(1) 4-Coumarate[0] => (1) Caffeate[0]
rxn07625	H_O_charge	H:-2,O:+1			2	(1) Rhodopin[0] => (1) Rhodopinal[0]
rxn07629	skeleton:S	H:-1,O:-2,S:-1,charge:+1			2	(1) Thiobenzamide S,S-dioxide[0] <=> (1) Cyanobenzene[0]
rxn07632	oxygen_only	O:+1			2	(1) Zeaxanthin[0] => (1) Caloxanthin[0]
rxn07633	oxygen_only	O:+1			2	(1) Caloxanthin[0] => (1) Nostoxanthin[0]
rxn07634	skeleton:C	C:+6,H:+10,O:+5			2	(1) Rhodopinal[0] => (1) Rhodopinal glucoside[0]
rxn07635	oxygen_only	O:+4			2	(1) Lycopene[0] => (1) (2S,2'S)-Oscillol[0]
rxn07636	skeleton:C	C:+12,H:+20,O:+8			2	(1) (2S,2'S)-Oscillol[0] => (1) (2S,2'S)-Oscillol 2,2'-di(alpha-L-fucoside)[0]
rxn07637	skeleton:C	C:+1,H:+2,O:+2			2	(1) Lycopene[0] => (1) R.g.-Keto I[0]
rxn07638	skeleton:C	C:+1,H:+2,O:+2			2	(1) R.g.-Keto I[0] => (1) R.g.-Keto III[0]
rxn07640	charge_only	charge:+4			3	(1) Thiothece-474[0] => (4) H+[0] + (1) Okenone[0]
rxn07643	skeleton:C	C:+8,H:+14,O:+6			2	(1) gamma-Carotene[0] => (1) (2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)[0]
rxn07647	charge_only	charge:+4			3	(1) beta-Carotene[0] => (4) H+[0] + (1) beta-Isorenieratene[0]
rxn07648	charge_only	charge:+4			3	(1) beta-Isorenieratene[0] => (4) H+[0] + (1) Isorenieratene[0]
rxn07652	H_O_charge	H:-2,O:+2			2	(1) Myxocoxanthin[0] => (1) Deinoxanthin[0]
rxn07690	skeleton:C	C:+15,H:+16,O:+7			2	(1) Cyanidin 3-O-rutinoside[0] => (1) Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0]
rxn07691	skeleton:C	C:+1,H:+2		2	2	(1) Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0] <= (1) Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0]
rxn07694	skeleton:C	C:+15,H:+16,O:+7			2	(1) Tulipanin[0] => (1) Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0]
rxn07695	skeleton:C	C:+1,H:+2		2	2	(1) Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0] <= (1) Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0]
rxn07696	skeleton:C	C:+1,H:+2		2	2	(1) Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0] <= (1) Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0]
rxn07697	skeleton:C	C:+2,H:+4		2	2	(1) Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0] <= (1) Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside[0]
rxn07698	skeleton:C	C:+6,H:+11,O:+5,charge:+1		2	2	(1) IdB 1027[0] <=> (1) Cyanidin 5-O-glucoside[0]
rxn07699	skeleton:C	C:+6,H:+10,O:+5		2	2	(1) Cyanidin 5-O-glucoside[0] => (1) Cyanin[0]
rxn07705	skeleton:C	C:+60,H:+64,O:+28			2	(1) Ternatin C5[0] => (1) Ternatin A1[0]
rxn07706	skeleton:C,P	C:+20,H:+30,O:-7,P:-2,charge:+2		2	2	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]
rxn07714	skeleton:C	C:+9,H:+6,O:+3		2	2	(1) Albireodelphin[0] => (1) Gentiodelphin[0]
rxn07715	skeleton:C	C:+18,H:+12,O:+6			2	(1) Delphinidin 3,5,3'-triglucoside[0] => (1) Gentiodelphin[0]
rxn07730	skeleton:C	C:+1,H:+2,O:+2		2	2	(1) Paraxanthine[0] => (1) AFMU[0]
rxn07731	skeleton:C	C:-1,O:-1			2	(1) AFMU[0] <= (1) AAMU[0]
rxn07733	skeleton:C	C:-1,H:-1,charge:+1		1	2	(1) Paraxanthine[0] => (1) 1-Methylxanthine[0]
rxn07735	oxygen_only	O:+1		1	2	(1) Paraxanthine[0] => (1) 1,7-Dimethyluric acid[0]
rxn07738	skeleton:C,N	C:+5,H:+1,N:+1,O:+1	O2		3	(1) O2[0] + (1) 2,3,6-Trihydroxypyridine[0] => (1) Blue pigment[0]
rxn07770	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) 1,3,7-Trimethyluric acid[0]
rxn07771	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) 1,3,7-Trimethyluric acid[0] => (1) CO2[0] + (1) 3,6,8-Trimethylallantoin[0]
rxn07784	oxygen_only	O:+1			2	(1) Isoliquiritigenin[0] => (1) Butein[0]
rxn07790	charge_only	charge:+2			3	(1) 5-Deoxyleucopelargonidin[0] => (2) H+[0] + (1) Garbanzol[0]
rxn07791	charge_only	charge:+2			3	(1) Fisetinin-3,4-diol[0] => (2) H+[0] + (1) Fustin[0]
rxn07794	skeleton:C	C:+1,H:+2		2	2	(1) Desmethylxanthohumol[0] <= (1) Xanthohumol[0]
rxn07796	skeleton:C	C:+6,H:+10,O:+5			2	(1) Isosalipurpol[0] => (1) THC 4'-glucoside[0]
rxn07797	skeleton:C	C:+6,H:+10,O:+5			2	(1) Eriodictyol chalcone[0] => (1) PHC 4'-O-glucoside[0]
rxn07801	oxygen_only	O:+1			2	(1) Aureusidin[0] => (1) Bracteatin[0]
rxn07802	skeleton:C	C:+1,H:+2			2	(1) Eriodictyol[0] <= (1) Homoeriodictyol[0]
rxn07810	skeleton:C,N	C:+7,H:+3,N:+3,O:+4			2	(1) 4-Hydroxylamino-2,6-dinitrotoluene[0] <=> (1) 2,2',6,6'-Tetranitro-4,4'-azoxytoluene[0]
rxn07813	skeleton:C	C:+18,H:+25,O:+11,charge:+1			2	(1) 4-Coumarate[0] => (1) Naringin chalcone[0]
rxn07815	skeleton:C	C:+1,H:+2,O:+1			2	(1) Naringin[0] => (1) Neohesperidin[0]
rxn07816	skeleton:C	C:+1,H:+2,O:+1			2	(1) Naringenin[0] => (1) Hesperetin[0]
rxn07817	H_O_charge	H:+2,O:-2			2	(1) 2,4-Diamino-6-nitrotoluene[0] <=> (1) 2,4,6-Triaminotoluene[0]
rxn07818	skeleton:C	C:+2,H:+2,O:+1			2	(1) Pinobanksin[0] => (1) Pinobanksin 3-O-acetate[0]
rxn07819	skeleton:C	C:+1,H:+2			2	(1) Pinocembrin[0] <= (1) Pinostrobin[0]
rxn07820	H_O_charge	H:+2,O:-2			2	(1) 2,6-Diamino-4-nitrotoluene[0] <=> (1) 2,4,6-Triaminotoluene[0]
rxn07821	skeleton:C	C:+1,H:+2			2	(1) Eriodictyol chalcone[0] <= (1) Homoeriodictyol chalcone[0]
rxn07823	skeleton:N	H:+1,N:-1,O:-2			2	(1) 2-Amino-4,6-dinitrotoluene[0] <=> (1) 2-Amino-4-nitrotoluene[0]
rxn07824	H_O_charge	H:+2,O:-1		1	2	(1) 2,4-Diamino-6-nitrotoluene[0] <=> (1) 2,4-Diamino-6-hydroxylaminotoluene[0]
rxn07825	oxygen_only	O:-1		1	2	(1) 2,4-Diamino-6-hydroxylaminotoluene[0] <= (1) 2,4,6-Triaminotoluene[0]
rxn07827	skeleton:C,N	C:+7,H:+3,N:+3,O:+4			2	(1) 2-Hydroxylamino-4,6-dinitrotoluene[0] <=> (1) 2,4',6,6'-Tetranitro-2',4-azoxytoluene[0]
rxn07828	skeleton:C,N	C:+7,H:+3,N:+3,O:+4			2	(1) 2-Hydroxylamino-4,6-dinitrotoluene[0] <=> (1) 4,4',6,6'-Tetranitro-2,2'-azoxytoluene[0]
rxn07829	skeleton:C,N	C:+7,H:+3,N:+3,O:+4			2	(1) 4-Hydroxylamino-2,6-dinitrotoluene[0] <=> (1) 2,4',6,6'-Tetranitro-2',4-azoxytoluene[0]
rxn07830	skeleton:N	H:-3,N:-3,O:+3			2	(1) 2,4,6-Triaminotoluene[0] => (1) 2-Methylphloroglucinol[0]
rxn07831	oxygen_only	O:-2			2	(1) 2-Methylphloroglucinol[0] <= (1) p-Cresol[0]
rxn07839	oxygen_only	O:-1			2	(1) 4-Amino-2-hydroxylamino-6-nitrotoluene[0] <=> (1) 2,4-Diamino-6-nitrotoluene[0]
rxn07843	charge_only	charge:+4	NADP+NADPH		6	(1) H2O[0] + (1) NADPH[0] + (1) Isopentenyl-ADP[0] => (1) NADP[0] + (3) H+[0] + (1) trans-Zeatin riboside diphosphate[0]
rxn07844	charge_only	charge:+4	NADP+NADPH		6	(1) H2O[0] + (1) NADPH[0] + (1) Isopentenyl-AMP[0] <=> (1) NADP[0] + (2) H+[0] + (1) trans-Zeatin riboside monoiphosphat
rxn07854	charge_only	charge:-2			3	(1) H+[0] + (1) trans-Zeatin riboside monoiphosphate[0] <=> (1) Dihydrozeatin riboside monophosphate[0]
rxn07855	charge_only	charge:+2			4	(1) H2O[0] + (1) Isopentenyl adenosine[0] <=> (2) H+[0] + (1) trans-Zeatin riboside[0]
rxn07856	charge_only	charge:-2			3	(2) H+[0] + (1) trans-Zeatin riboside[0] <= (1) Dihydrozeatin riboside[0]
rxn07857	charge_only	charge:+2			4	(1) H2O[0] + (1) N6-Dimethylallyladenine[0] <=> (2) H+[0] + (1) Zeatin[0]
rxn07910	skeleton:C,F	C:-1,F:-1,O:-2,charge:+1		1	2	(1) 2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate[0] <=> (1) Catechol[0]
rxn07911	skeleton:C	C:-1,H:-1,O:-2,charge:+1		1	2	(1) 6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate[0] <=> (1) 3-Fluorocatechol[0]
rxn08074	charge_only	charge:-2			5	(1) H2O[0] + (2) H+[0] + (1) N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide[0] <= (1) N-Acetyl-D-glucosamin
rxn08123	charge_only	charge:+2			5	(1) H2O[0] + (1) 1,6-anhydrous-N-Acetylmuramyl-tripeptide[0] <=> (2) H+[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoh
rxn08124	charge_only	charge:+2			5	(1) H2O[0] + (1) 1,6-anhydrous-N-Acetylmuramyl-tetrapeptide[0] <=> (2) H+[0] + (1) L-alanine-D-glutamate-meso-2,6-diamin
rxn08133	charge_only	charge:+2		3	5	(1) H2O[0] + (1) L-Prolinylglycine[0] => (1) Glycine[0] + (2) H+[0] + (1) L-Proline[0]
rxn08144	skeleton:Fe	Fe:-1,charge:-3			3	(1) Fe+3[0] + (1) aerobactin minus Fe3[0] <=> (1) Aerobactin[0]
rxn08145	skeleton:Fe	Fe:+2,charge:+6	FAD+FADH2		6	(1) FADH2[0] + (2) Aerobactin[0] <=> (1) FAD[0] + (2) H+[0] + (2) Fe+2[0] + (2) aerobactin minus Fe3[0]
rxn08146	skeleton:Fe	Fe:+2,charge:+6			6	(1) FMNH2[0] + (2) Aerobactin[0] <=> (1) FMN[0] + (2) H+[0] + (2) Fe+2[0] + (2) aerobactin minus Fe3[0]
rxn08147	skeleton:Fe	Fe:+2,charge:+6			6	(1) Reduced riboflavin[0] + (2) Aerobactin[0] <=> (2) H+[0] + (1) Riboflavin[0] + (2) Fe+2[0] + (2) aerobactin minus Fe3
rxn08257	skeleton:C	C:+1,H:+3,O:-1,charge:+1			4	(1) Carnitine[0] + (1) crotonobetainyl-CoA[0] <= (1) crotonobetaine[0] + (1) Carnitinyl-CoA[0]
rxn08269	skeleton:C	C:-1,H:-3,O:+1,charge:-1			6	(1) ATP[0] + (1) CoA[0] + (1) crotonobetaine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) crotonobetainyl-CoA[0]
rxn08272	charge_only	charge:-4	O2	1	3	(1) O2[0] + (4) H+[0] => (2) H2O[0]
rxn08480	skeleton:C,N	C:-20,H:-12,N:-2,O:-10,charge:+6			3	(1) ferric 2,3-dihydroxybenzoylserine[0] <=> (1) Fe+3[0] + (1) 2,3-dihydroxybenzoylserine[0]
rxn08510	charge_only	charge:+3			4	(1) Fe+3[0] + (1) ferroxamine minus Fe(3)[0] <=> (3) H+[0] + (1) Ferroxamine[0]
rxn08511	charge_only	charge:-6	FAD+FADH2		6	(4) H+[0] + (1) FADH2[0] + (2) Ferroxamine[0] <=> (1) FAD[0] + (2) Fe+2[0] + (2) ferroxamine minus Fe(3)[0]
rxn08512	charge_only	charge:-6			6	(4) H+[0] + (1) FMNH2[0] + (2) Ferroxamine[0] <=> (1) FMN[0] + (2) Fe+2[0] + (2) ferroxamine minus Fe(3)[0]
rxn08513	charge_only	charge:-6			6	(4) H+[0] + (1) Reduced riboflavin[0] + (2) Ferroxamine[0] <=> (1) Riboflavin[0] + (2) Fe+2[0] + (2) ferroxamine minus F
rxn08605	skeleton:C	C:+6,H:+10,O:+5		2	2	(1) Glycogen[0] <=> (1) branching glycogen[0]
rxn08611	skeleton:C	C:-24,H:-42,O:-21		2	3	(1) Phosphate[0] + (1) branching glycogen[0] <=> (1) Glucose-1-phosphate[0]
rxn08615	skeleton:C	C:-6,H:-10,O:-5		2	4	(1) ADPglucose[0] + (1) glycogen(n-1)[0] <=> (1) ADP[0] + (1) Glycogen[0]
rxn08772	skeleton:C	C:-14,H:-19,O:-11,charge:+3			5	(1) core oligosaccharide lipid A[0] + (1) undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose[0] <=> (2) H+[0] + (1) Unde
rxn08790	skeleton:C	C:-16,H:-24,O:-14			5	(3) H+[0] + (1) Palmitate[0] + (1) kdo2-lipid a[0] <= (1) H2O[0] + (1) hepta-acylated KDO(2)-lipid (A)[0]
rxn08953	skeleton:P	H:-1,O:+3,P:+1,charge:-2			5	(1) CMP-KDO[0] + (1) Lipid A disaccharide[0] => (1) CMP[0] + (1) H+[0] + (1) KDO-lipid IV(A)[0]
rxn09021	skeleton:C	C:-14,H:-21,O:-11,charge:+1			4	(1) core oligosaccharide lipid A[0] + (1) (O16 antigen)x4 undecaprenyl diphosphate[0] <= (1) Bactoprenyl diphosphate[0] 
rxn09356	skeleton:C	C:-1,H:+1,O:-1,charge:+1			3	(1) 10-Formyltetrahydrofolate[0] <= (1) H+[0] + (1) Tetrahydrofolate[0]
rxn09364	skeleton:C	C:+1,O:+1			4	(1) Undecaprenylphosphate[0] + (1) uridine 5''-diphospho-[0] <=> (1) UDP[0] + (1) undecaprenyl phosphate-4-amino-4-formy
rxn09398	skeleton:C	C:-6,H:-10,O:-5			4	(1) UDP-glucose[0] + (1) glycogen(n-1)[0] <=> (1) UDP[0] + (1) Glycogen[0]
rxn09507	skeleton:C	C:-10,H:-16			4	(1) GDP-mannose[0] + (1) Man-beta1->4GlcNAc-beta1->4GlcNAc-PP-Dol[0] <=> (1) GDP[0] + (1) alpha-D-mannosyl-beta-D-mannos
rxn09508	skeleton:C	C:+10,H:+16			4	(1) GDP-mannose[0] + (1) (alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol[0] <=> (1) GDP[0] + (1) (alp
rxn09511	skeleton:C	C:+12,H:+22,O:+11			4	(1) Dolichyl phosphate D-mannose[0] <=> (1) H+[0] + (1) Dolichyl phosphate[0] + (1) Mannan[0]
rxn09531	charge_only	charge:+2			4	(1) S[0] + (1) Dethiobiotin[0] <=> (2) H+[0] + (1) BIOT[0]
rxn09548	skeleton:C,P	C:-18,H:-36,O:-6,P:+0,charge:+1			11	(1) Glycerol-3-phosphate[0] + (0.27) Palmitoyl-CoA[0] + (0.05) strcoa[0] + (0.06) Lauroyl-CoA[0] + (0.1) Myristoyl-CoA[0
rxn09557	charge_only	charge:+2			5	(2) S-Adenosyl-L-methionine[0] + (1) UroporphyrinogenIII[0] <=> (2) S-Adenosyl-homocysteine[0] + (4) H+[0] + (1) Sirohyd
rxn09574	skeleton:C	C:-10,H:-17,charge:-1		2	4	(1) 4-Hydroxybenzoate[0] + (1) Farnesylfarnesylgeraniol[0] <=> (1) PPi[0] + (1) 3-Octaprenyl-4-hydroxybenzoate (5 repeat
rxn09582	skeleton:C	C:-5,H:-8,O:-4,charge:+0			5	(1) GDP-mannose[0] + (0.01) Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific[0] <=> (1) GDP[0] + (1) H+[0] 
rxn09583	skeleton:C	C:-5,H:-8,O:-4,charge:+0			5	(1) GDP-mannose[0] + (0.01) Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific[0] <=> (1) GDP[0] + (1) H+[0] 
rxn09584	skeleton:C	C:-5,H:-8,O:-4,charge:+0			5	(1) GDP-mannose[0] + (0.01) Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific[0] <=> (1) GDP[0] + (1) H+[0] 
rxn09585	skeleton:C	C:-5,H:-8,O:-4,charge:+0			5	(1) GDP-mannose[0] + (0.01) Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific[0] <=> (1) GDP[0] + (1) H+[0] 
rxn09586	skeleton:C	C:-5,H:-8,O:-4,charge:+0			5	(1) GDP-mannose[0] + (0.01) Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific[0] <=> (1) GDP[0] + (1) H+[0] 
rxn09587	skeleton:C	C:-5,H:-8,O:-4,charge:+0			5	(1) GDP-mannose[0] + (0.01) Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific[0] <=> (1) GDP[0] + (1) H+[0] 
rxn09630	charge_only	charge:-2	NH3		12	(1) Glycine[0] + (2) H+[0] + (1) L-Cysteine[0] + (1) ribose-5-phosphate[0] + (1) O-Acetyl-L-homoserine[0] => (3) H2O[0] 
rxn09631	charge_only	charge:-2	NH3		12	(1) Glycine[0] + (2) H+[0] + (1) L-Cysteine[0] + (1) D-Xylulose5-phosphate[0] + (1) O-Acetyl-L-homoserine[0] => (3) H2O[
rxn09633	charge_only	charge:-2			5	(1) H+[0] + (1) AIR[0] => (1) Phosphate[0] + (1) Glycolaldehyde[0] + (1) Toxopyrimidine[0]
rxn09886	skeleton:S,Se	O:+3,S:+2,Se:-1		4	5	(1) O-Acetyl-L-serine[0] + (1) Selenide[0] <=> (1) Acetate[0] + (1) H+[0] + (1) L-Selenocysteine[0]
rxn09983	skeleton:C	C:-12,H:-22,O:-11		3	3	(1) H2O[0] + (1) Galactomannan[0] <= (1) Galactose[0]
rxn10002	H_O_charge	H:+6,O:-4,charge:+6	O2		4	(3) O2[0] + (1) Heme[0] <=> (2) H+[0] + (1) Heme D[0]
rxn10006	charge_only	charge:-2	NAD+NADH		5	(1) NAD[0] + (2) H+[0] + (1) Sirohydrochlorin[0] <=> (1) NADH[0] + (1) Sirochlorin[0]
rxn10045	skeleton:C	C:+25,H:+42	O2		6	(0.5) O2[0] + (2) H+[0] + (1) mql7[0] <=> (1) H2O[0] + (2) H+[1] + (1) Menaquinone 7[0]
rxn10046	skeleton:C	C:+25,H:+42	O2		6	(0.5) O2[0] + (4) H+[0] + (1) mql7[0] <=> (1) H2O[0] + (4) H+[1] + (1) Menaquinone 7[0]
rxn10075	charge_only	charge:+4			6	(3) H2O[0] + (1) 2,3-diketo5-methylthio-1-phosphopentane[0] => (1) Phosphate[0] + (1) Formate[0] + (6) H+[0] + (1) 4-met
rxn10089	charge_only	charge:+2			5	(1) L-Cysteine[0] + (1) Dethiobiotin[0] => (1) L-Alanine[0] + (1) H+[0] + (1) BIOT[0]
rxn10092	charge_only	charge:-2			4	(2) H+[0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate[0] => (1) H2O[0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphos
rxn10093	charge_only	charge:+2			6	(1) 1-4-Dihydroxy-2-naphthoate[0] + (1) Farnesylfarnesylgeraniol[0] => (1) CO2[0] + (1) PPi[0] + (2) H+[0] + (1) 2-Demet
rxn10095	charge_only	charge:+2			5	(1) H2O[0] + (1) AIR[0] => (2) Formate[0] + (5) H+[0] + (1) 4-Amino-5-phosphomethyl-2-methylpyrimidine[0]
rxn10522	skeleton:C,N	C:-5,H:-6,N:-1,O:-3,charge:+1			5	(1) H+[0] + (1) formylmethanofuran b[0] + (1) tetrahydrosarcinapterin[0] <=> (1) formyltetrahydrosarcinapterin[0] + (1) 
rxn10533	skeleton:C	C:+6,H:+10,O:+5			4	(1) H2O[0] + (1) Glycogen[0] <=> (1) D-Glucose[0] + (1) glycogen(n-1)[0]
rxn10600	charge_only	charge:+2		4	4	(1) Co2+[0] + (1) Precorrin 2[0] <=> (4) H+[0] + (1) Cobalt-precorrin 2[0]
rxn10624	skeleton:C,N,S	C:-2,H:-8,N:-1,O:+1,S:-1,charge:-3			6	(1) ATP[0] + (1) L-Cysteine[0] + (1) Phosphopantetheine[0] => (1) PPi[0] + (1) AMP[0] + (1) (R)-4'-Phosphopantothenoyl-L
rxn10637	oxygen_only	O:-1			8	(2) H2O[0] + (1) carboxy hexacosanoyl-CoA[0] + (1) cyclopropanated keto-meroacid AMP (2 cyclopropane rings)[0] <=> (1) C
rxn10646	oxygen_only	O:-1			8	(2) H2O[0] + (1) carboxy hexacosanoyl-CoA[0] + (1) cyclopropanated methoxy-meroacid AMP (2 cyclopropane rings)[0] <=> (1
