id	class	signature	redox	ec_class	n_species	definition
rxn41824	skeleton:C,N	C:-13,H:-13,N:-2,O:-3,charge:+1		2	4	(1) Acetyl-CoA[0] + (1) D-Tryptophan[0] => (1) CoA[0] + (1) H+[0]
rxn41840	skeleton:C,N,P	C:+15,H:+19,N:+5,O:+13,P:+2,charge:-2		3	2	(1) H2O[0] => (1) ADPribose[0]
rxn41848	skeleton:C	C:+1,H:+2,O:+1			2	(1) demethoxyfumitremorgin C[0] => (1) Fumitremorgin C[0]
rxn41853	skeleton:C	C:-2,H:-4			2	(1) 4alpha,14alpha-dimethyl-porifersta-8,25(27)-dienol[0] <=> (1) porifersta-8,25(27)-dienol[0]
rxn41859	skeleton:C,Co,N	C:-42,Co:-1,H:-36,N:-4,O:-16,charge:+8		4	3	(1) Co2+[0] + (1) Sirohydrochlorin[0] <=> (2) H+[0]
rxn41898	skeleton:C	C:+1,H:+3,charge:+1			2	(1) Fusaric acid[0] <= (1) methyl fusarate[0]
rxn41916	skeleton:C	C:-6,H:-10,O:-5		2	2	(1) Sucrose[0] <= (1) Glucose[0]
rxn41924	skeleton:C,N	C:-15,H:-17,N:-3,O:-4			6	(1) ATP[0] + (1) L-Glutamine[0] + (1) Indoleacetate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0]
rxn42024	skeleton:C	C:-16,H:-17,O:-8,charge:+1		2	3	(1) 4-Coumaroyl-CoA[0] + (1) Quinate[0] <= (1) CoA[0]
rxn42025	skeleton:C,N	C:-11,H:-15,N:-4,O:-6,charge:-1		2	3	(1) S-Adenosyl-L-methionine[0] + (1) Xanthosine[0] <= (1) S-Adenosyl-homocysteine[0]
rxn42052	skeleton:C,N	C:-6,H:-6,N:-4,O:-2			4	(1) S-Adenosyl-L-methionine[0] + (1) XAN[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0]
rxn42066	skeleton:S	H:-1,S:+1,charge:-1		1	2	(1) H2[0] => (1) H2S[0]
rxn42076	skeleton:C,N,P	C:-9,H:-15,N:-1,O:-8,P:-1,charge:+3		2	4	(1) ATP[0] + (1) PAN[0] <= (1) ADP[0] + (1) H+[0]
rxn42088	skeleton:C	C:-1,H:-4,O:-1			3	(1) Ethanol[0] + (1) Cocaine[0] <= (1) Cocaethylene[0]
rxn42106	skeleton:C,N	C:-8,H:-15,N:-5,O:-1		3	4	(1) H2O[0] + (1) Atrazine[0] <=> (1) H+[0] + (1) Cl-[0]
rxn42129	H_O_charge	H:-3,O:+1,charge:-1			2	(1) 20-hydroxy-fusarin[0] => (1) carboxy-fusarin C[0]
rxn42156	skeleton:C,N	C:-5,H:-8,N:-1,O:-4,charge:+1		5	1	(1) L-Glutamate[0] <= 
rxn42164	oxygen_only	O:-1			2	(1) 8-O-methyl-fusarubinlactone[0] <= (1) 8-O-methylanhydrofusarubinlactol[0]
rxn42170	skeleton:C,P	C:-3,H:-3,O:-6,P:-1,charge:+2		2	6	(1) ATP[0] + (1) Phosphate[0] + (1) Pyruvate[0] <= (1) PPi[0] + (1) AMP[0] + (1) H+[0]
rxn42178	skeleton:C,N,P,S	C:+150,H:+210,N:+42,O:+114,P:+18,S:+6,charge:-30	NADP+NADPH	2	8	(5) NADPH[0] + (12) H+[0] + (1) Malonyl-CoA[0] => (2) H2O[0] + (5) NADP[0] + (7) CoA[0] + (7) CO2[0] + (1) Narbonolide[0
rxn42197	skeleton:C,N	C:-5,H:-3,N:-4,O:-4,charge:+1	NAD+NADH+O2	1	6	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Urate[0] <=> (1) H2O[0] + (1) NAD[0]
rxn42256	skeleton:C,N	C:-7,H:-16,N:-1,O:-2,charge:-1		2	3	(1) Acetyl-CoA[0] + (1) Choline[0] <= (1) CoA[0]
rxn42278	skeleton:C,N	C:-9,H:-21,N:-2,O:-3,charge:-1	O2	1	5	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) N6,N6,N6-Trimethyl-L-lysine[0] => (1) CO2[0] + (1) Succinate[0]
rxn42304	skeleton:C	C:-6,H:-9,O:-7,charge:+1	NAD+NADH		4	(1) NAD[0] + (1) GLCN[0] <= (1) NADH[0] + (1) H+[0]
rxn42320	charge_only	charge:-2			5	(1) UDP-glucose[0] + (3) H+[0] + (1) Apigenin[0] <=> (1) UDP[0] + (1) Phlorizin chalcone[0]
rxn42326	skeleton:C	C:-2,O:-3			2	(1) 6,7-O,O-dimethyl-N-deacetylisoipecoside aglycon[0] <= (1) protoemetine[0]
rxn42421	skeleton:C,N	C:-21,H:-23,N:-2,O:-3,charge:-1	NADP+NADPH	1	3	(1) NADP[0] + (1) Geissoschizine[0] => (1) NADPH[0]
rxn42438	charge_only	charge:+2			3	(1) Fusaric acid[0] => (2) H+[0] + (1) 9,10-dehydrofusarate[0]
rxn42474	skeleton:C	C:-6,H:-10,O:-5		2	2	(1) UDP-D-galactopyranose[0] <= (1) UDP[0]
rxn42547	skeleton:C,N,S	C:-20,H:-28,N:-6,O:-12,S:-2,charge:+4			4	(1) GSH[0] + (1) 2,6-dichloro-3-(glutathion-S-yl)-hydroquinone[0] <= (1) H+[0] + (1) 2,6-Dichlorohydroquinone[0]
rxn42558	skeleton:C	C:+15,H:+19,O:+2,charge:-1			2	(1) echinocandin B nucleus[0] <= (1) cilofungin[0]
rxn42592	oxygen_only	O:+1			3	(1) 8-O-methyl-13-carboxynorjavanicin[0] => (1) CO2[0] + (1) 8-O-methyl-13-hydroxynorjavanicin[0]
rxn42598	charge_only	charge:+2			3	(1) notoamide T[0] <=> (2) H+[0] + (1) (+)-stephacidin A[0]
rxn42609	charge_only	charge:+2			3	(1) notoamide S[0] <=> (2) H+[0] + (1) notoamide T[0]
rxn42634	skeleton:C	C:-6,H:-18,O:-6			3	(1) Glycine[0] + (1) 4--1-D-Ribitylamino-5-aminouracil[0] <= (1) 1,6-didemethyltoxoflavin[0]
rxn42657	skeleton:C,P	C:-3,H:-2,O:-6,P:-1,charge:+3			4	(1) Pyruvate[0] + (1) dGTP[0] <= (1) H+[0] + (1) dGDP[0]
rxn42758	skeleton:C,N	C:-7,H:-13,N:-1,O:-3	NAD+NADH	1	4	(1) NAD[0] + (1) Carnitine[0] <= (1) NADH[0] + (1) H+[0]
rxn42841	skeleton:C	C:+6,H:+10,O:+5			2	(1) D-Glucose[0] => (1) Maltose[0]
rxn42856	oxygen_only	O:+1			2	(1) Quinol[0] => (1) Hydroxyquinol[0]
rxn42885	skeleton:C,N,P	C:-10,H:-13,N:-5,O:-13,P:-3,charge:+3		1	5	(1) GTP[0] + (1) Formate[0] + (1) H+[0] <= (1) H2O[0] + (1) CO2[0]
rxn42889	oxygen_only	O:+1			2	(1) 4-Coumarate[0] => (1) 2',4'-Dihydroxycinnamic acid[0]
rxn42898	skeleton:C	C:-6,H:-7,O:-6,charge:-1	H2O2	1	4	(1) H2O2[0] + (1) L-Ascorbate[0] + (1) H+[0] <= (2) H2O[0]
rxn42917	skeleton:C,N,S	C:-16,H:-17,N:-5,O:-10,S:-1,charge:+2			4	(1) GSH[0] + (1) Dinitrochlorobenzene[0] <=> (1) H+[0] + (1) Cl-[0]
rxn42921	skeleton:C	C:-7,H:-7,O:-5,charge:+1	NAD+NADH		4	(1) NAD[0] + (1) Shikimate[0] <= (1) NADH[0] + (1) H+[0]
rxn42949	skeleton:C	C:-6,H:-7,O:-6,charge:-1		1	5	(1) L-Ascorbate[0] + (1) H+[0] + (1) Diadinoxanthin[0] <= (1) H2O[0] + (1) Diatoxanthin[0]
rxn42952	oxygen_only	O:-1			5	(1) H+[0] + (1) octanoate[0] + (1) rhizobactin 1021 core[0] <= (1) H2O[0] + (1) (E)-4-[[3-(acetylhydroxyamino)propyl]-am
rxn42995	charge_only	charge:-2			5	(2) H+[0] + (1) DMAPP[0] + (1) Apigenin[0] <=> (1) PPi[0] + (1) Desmethylxanthohumol[0]
rxn43003	skeleton:C	C:-6,H:-7,O:-6,charge:-1	O2	1	6	(1) O2[0] + (1) L-Ascorbate[0] + (1) H+[0] + (1) Tyramine[0] <= (1) H2O[0] + (1) Octopamine[0]
rxn43044	skeleton:C,N,S	C:-14,H:-18,N:-6,O:-5,S:-1,charge:+2	NADP+NADPH		7	(1) NADPH[0] + (1) S-Adenosyl-L-methionine[0] + (2) L-Cysteine[0] + (1) SALC[0] <= (4) H2O[0] + (1) NADP[0] + (1) Pyoche
rxn43045	skeleton:C	C:-4,H:-4,O:-6,charge:+2		5	1	(1) Tartrate[0] <= 
rxn43074	oxygen_only	O:+1			2	(1) Festuclavine[0] => (1) (2R,3S,4S,7R)-3-hydroxy-4,6-dimethyl-6,11-diazatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),9,
rxn43099	skeleton:C,N,S	C:-20,H:-26,N:-6,O:-12,S:-2,charge:+6			5	(4) GSH[0] + (2) H+[0] + (1) Selenite[0] <=> (3) H2O[0] + (1) Selenodiglutathione[0]
rxn43170	skeleton:C	C:-24,H:-39,O:-4,charge:+1		2	3	(1) Cholate[0] + (1) Deoxycholoyl-CoA[0] <= (1) Choloyl-CoA[0]
rxn43197	skeleton:C,P	C:+3,O:-3,P:-1,charge:+1			2	(1) 5-Phosphoribosylamine[0] <= (1) 2'-hydroxypyridoxine[0]
rxn43269	skeleton:S	H:-2,O:-3,S:-1			2	(1) H+[0] + (1) Sulfite[0] <= 
rxn43310	skeleton:C,N,S	C:-20,H:-28,N:-6,O:-12,S:-2,charge:+4	H2O2+O2	1	3	(1) O2[0] + (2) GSH[0] <= (1) H2O2[0]
rxn43316	skeleton:C,N,S	C:-20,H:-30,N:-6,O:-12,S:-2,charge:+2			3	(1) GSH[0] + (1) S-Sulfanylglutathione[0] <= (1) H2S[0]
rxn43338	skeleton:C,N,P,S	C:-25,H:-36,N:-7,O:-18,P:-3,S:-1,charge:+4			2	(2) Acetyl-CoA[0] <= (1) CoA[0]
rxn43354	skeleton:C	C:-13,H:-26			2	(1) omega-carboxyphylloquinone[0] => (1) D-glucuronosyl-(4E)-4-methyl-6-(3-methyl-1,4-dioxonaphthalen-2-yl)hex-4-enoate[
rxn43403	skeleton:C	C:-6,H:-6,O:-7,charge:+2		4	2	(1) Glucarate[0] <= (1) H2O[0]
rxn43505	skeleton:C,N,P	C:-9,H:-13,N:-3,O:-13,P:-3,charge:+3			5	(1) Formate[0] + (1) CTP[0] + (1) H+[0] <= (1) H2O[0] + (1) CO2[0]
rxn43511	skeleton:C,N,S	C:-20,H:-29,N:-6,O:-12,S:-2,charge:+3			3	(1) GSH[0] + (1) GSNHOH[0] <= (1) Hydroxylamine[0]
rxn43561	skeleton:C,N,S	C:-20,H:-28,N:-6,O:-12,S:-2,charge:+4			5	(2) GSH[0] + (1) L-Selenocysteine[0] <=> (1) H+[0] + (1) Sulfite[0] + (1) L-Cysteine[0]
rxn43607	skeleton:C	C:-6,H:-7,O:-6,charge:-1	O2		6	(1) O2[0] + (1) L-Ascorbate[0] + (1) H+[0] + (1) Portulacaxanthin II[0] <= (1) H2O[0] + (1) Dopaxanthin[0]
rxn43630	skeleton:C,N	C:+37,H:+57,N:+7,O:+20,charge:-2		4	1	 <=> (1) GlcNAc-1,6-anhMurNAc-L-Ala-gamma-D-Glu-DAP-D-Ala[0]
rxn43652	skeleton:C,N,S	C:-20,H:-28,N:-6,O:-12,S:-2,charge:+4		1	3	(2) GSH[0] + (1) Homocystine[0] <= (2) Homocysteine[0]
rxn43662	skeleton:C	C:-13,H:-12,O:-2	NAD+NADH+O2		5	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Fluorene[0] => (1) NAD[0]
rxn43683	H_O_charge	H:+1,O:+3,charge:+1			2	(1) artemisinate[0] <=> (1) Artemisinin[0]
rxn43786	skeleton:C	C:-2,H:-2,O:-1			4	(1) 4,6-pyruvyl-alpha-D-galactosyl-(1->4)-beta-D-glucoronosyl-(1->3)-2-O-acetyl-alpha-D-galactosyl-(1->3)-alpha-L-fucosy
rxn43814	skeleton:C	C:+1,H:-2			2	(1) Matairesinol[0] <= (1) 7(8) 7'(8')-tetrahydrojusticidin B[0]
rxn43907	skeleton:C,N	C:-16,H:-24,N:-1,O:-5,charge:-1		2	3	(1) Choline[0] + (1) 1-O-Sinapoyl-beta-D-glucose[0] <= (1) D-Glucose[0]
rxn43927	skeleton:C,N,P	C:-6,H:-14,N:-4,O:-9,P:-2,charge:+2		2	4	(1) ATP[0] + (1) D-Lombricine[0] <= (1) ADP[0] + (1) H+[0]
rxn43986	skeleton:C,N,P	C:-9,H:-13,N:-3,O:-15,P:-3,charge:+3			3	(1) CTP[0] + (2) Hydrogen oxide[0] <=> (1) H2O[0]
rxn44022	H_O_charge	H:-2,O:+1			2	(1) ent-11beta-Hydroxycassa-12,15-diene[0] => (1) (3alpha,14alpha)-3-hydroxy-14-methyl-13-vinylpodocarp-12-en-11-one[0]
rxn44131	skeleton:C	C:-6,H:-7,O:-6,charge:-1	O2		6	(1) O2[0] + (1) L-Ascorbate[0] + (1) H+[0] + (1) 4-hydroxyamphetamine[0] <= (1) H2O[0] + (1) 4-hydroxynorephedrine[0]
rxn44141	skeleton:C,N,S	C:-11,H:-17,N:-3,O:-6,S:-1,charge:+2			4	(1) S-Adenosyl-L-methionine[0] + (1) GSH[0] <= (1) S-Adenosyl-homocysteine[0] + (1) H+[0]
rxn44142	skeleton:C,P	C:-6,H:-7,O:-9,P:-1,charge:+2			4	(1) PPi[0] + (1) L-Ascorbate[0] <= (1) Phosphate[0] + (1) H+[0]
rxn44162	skeleton:C	C:-11,H:-13,O:-10,charge:+3			4	(1) UDPglucuronate[0] + (1) UDP-xylose[0] <= (2) UDP[0] + (2) H+[0]
rxn44224	skeleton:C,Mg,N	C:-35,H:-31,Mg:-1,N:-4,O:-5,charge:+1	NADP+NADPH	1	4	(1) NADP[0] + (1) Chlorophyllide[0] <=> (1) NADPH[0] + (1) H+[0]
rxn44229	skeleton:C,N,S	C:-43,H:-60,N:-18,O:-14,S:-3,charge:+2	NADP+NADPH		11	(6) NADPH[0] + (3) S-Adenosyl-L-methionine[0] + (3) H+[0] + (1) Malonyl-CoA[0] + (3) L-Cysteine[0] + (1) salicylate-aden
rxn44233	H_O_charge	H:-4,O:+2			2	(1) Provitamin D3[0] => (1) 14alpha-hydroxy-cholesta-4,7-diene-3,6-dione[0]
rxn44240	skeleton:C	C:-6,H:-7,O:-6,charge:-1	NADP+NADPH		3	(1) NADP[0] + (1) L-Ascorbate[0] <= (1) NADPH[0]
rxn44307	skeleton:N	H:-7,N:-1,charge:-2			2	(1) L-Lysine[0] => (1) delta1-Piperideine-6-L-carboxylate[0]
rxn44445	skeleton:C	C:-6,H:-9,O:-6,charge:+1		4	2	(1) GLCN[0] <= (1) H2O[0]
rxn44462	skeleton:C	C:-4,H:-8			2	(1) DEA[0] => (1) Aniline[0]
rxn44480	skeleton:C,P	C:-10,H:-9,O:-10,P:-1,charge:+4		2	3	(1) Phosphoenolpyruvate[0] + (1) 3-phosphoshikimate[0] <= (1) Phosphate[0]
rxn44485	skeleton:C	C:-2,H:-2			2	(1) D-glucuronosyl-(4E)-4-methyl-6-(3-methyl-1,4-dioxonaphthalen-2-yl)hex-4-enoate[0] => (1) 2-methyl-4-(3-methyl-1,4-di
rxn44513	skeleton:C	C:-6,H:-7,O:-6,charge:-1	O2		6	(1) O2[0] + (1) L-Ascorbate[0] + (1) H+[0] + (1) Dopamine[0] <= (1) H2O[0] + (1) Arterenol[0]
rxn44531	skeleton:C	C:-5,H:-4,O:-5,charge:+2			3	(1) Glutarate[0] + (1) 2-oxoglutaryl-CoA[0] <= (1) Glutaryl-CoA[0]
rxn44581	skeleton:C,N	C:-12,H:-14,N:-2,O:-2			4	(1) Acetyl-CoA[0] + (1) Serotonin[0] => (1) CoA[0] + (1) H+[0]
rxn44609	skeleton:C,N	C:-6,H:-12,N:-3,charge:-1		2	4	(1) S-Adenosyl-L-methionine[0] + (1) Histamine[0] => (1) S-Adenosyl-homocysteine[0] + (1) H+[0]
rxn44625	skeleton:C	C:-6,H:-9,O:-7,charge:+1	NAD+NADH	1	4	(1) NAD[0] + (1) Gulonate[0] <= (1) NADH[0] + (1) H+[0]
rxn44633	skeleton:C,N,P,S	C:-25,H:-36,N:-7,O:-18,P:-3,S:-1,charge:+4			3	(1) Acetyl-CoA[0] + (1) Acetoacetate[0] <= (1) Acetate[0]
rxn44713	skeleton:C,N	C:-5,H:-4,N:-2,O:-3,charge:+2	NAD+NADH+O2	1	5	(1) NADH[0] + (1) O2[0] + (1) 4-Imidazoleacetate[0] => (1) H2O[0] + (1) NAD[0]
rxn44725	skeleton:C	C:+24,H:+21,O:+2,charge:-1			2	(1) echinocandin B nucleus[0] <= (1) anidulafungin[0]
rxn44747	skeleton:C,N	C:-7,H:-6,N:-1,O:-3,charge:+1	O2	1	5	(1) O2[0] + (1) Anthranilate[0] + (1) Tetrahydrobiopterin[0] => (1) H2O[0] + (1) 7,8-Dihydrobiopterin[0]
rxn44761	skeleton:C	C:-2,H:-2,O:-1			2	(1) 15-ADON[0] <=> (1) DON[0]
rxn44805	skeleton:C,N,P	C:-9,H:-12,N:-2,O:-14,P:-3,charge:+3			5	(1) Formate[0] + (1) UTP[0] + (1) H+[0] <= (1) H2O[0] + (1) CO2[0]
rxn44814	skeleton:C	C:+1,H:+1,O:-1,charge:+1			3	(1) D-Glucose[0] + (1) hexaketide pyrone[0] <= (1) aloenin[0]
rxn44967	skeleton:C	C:-6,H:-9,O:-5,charge:+1		4	2	(1) L-Rhamnonate[0] <= (1) H2O[0]
rxn44972	skeleton:C	C:+5,H:+8,O:-1			2	(1) asterriquinone C1[0] <= (1) 2-hydroxy-6-(1H-indol-3-yl)-5-(3-methylbut-2-en-1-yl)-3-[2-(2-methylbut-3-en-2-yl)-1H-in
rxn44981	skeleton:C,N,P,S	C:-25,H:-36,N:-7,O:-18,P:-3,S:-1,charge:+4		2	5	(1) Acetyl-CoA[0] + (1) H+[0] + (1) Malonyl-CoA[0] <= (1) CoA[0] + (1) CO2[0]
rxn44998	skeleton:C,N	C:-9,H:-14,N:-1,O:-1,charge:-1		2	4	(1) S-Adenosyl-L-methionine[0] + (1) Phenylethanolamine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0]
rxn45026	skeleton:C,N,P,S	C:+125,H:+175,N:+35,O:+95,P:+15,S:+5,charge:-25	NADP+NADPH		9	(22) NADPH[0] + (32) H+[0] + (5) Malonyl-CoA[0] + (1) heptanoyl-CoA[0] => (11) H2O[0] + (22) NADP[0] + (10) CoA[0] + (10
rxn45027	skeleton:C	C:-3,H:-4,O:-2			2	(1) 6-Pyruvoyltetrahydropterin[0] <= (1) 7,8-dihydropterin[0]
rxn45028	skeleton:C,N,S	C:-20,H:-29,N:-6,O:-12,S:-2,charge:+3			3	(1) GSH[0] + (1) GS-HPV I[0] <= (1) HPV[0]
rxn45036	skeleton:C	C:-2,H:-4			2	(1) 4alpha, 14alpha-dimethyl ergosta-8,25(27)-dienol[0] <=> (1) ergosta-8,25(27)-dienol[0]
rxn45088	skeleton:C,N,S	C:-14,H:-20,N:-6,O:-5,S:-1		2	4	(1) S-Adenosyl-L-methionine[0] + (1) Homocysteine[0] <= (1) L-Methionine[0] + (1) H+[0]
rxn45106	skeleton:C,N	C:-6,H:-5,N:-2,O:-3,charge:+1		2	3	(1) Pyruvate[0] + (1) L-Histidine[0] <= (1) L-Alanine[0]
rxn45109	skeleton:C	C:+6,H:+10,O:+5		2	2	(1) Phosphate[0] => (1) beta-D-Glucose 1-phosphate[0]
rxn45120	skeleton:C	C:+1,H:+2			2	(1) Obtusifoliol[0] <=> (1) 4alpha,14alpha-dimethyl-porifersta-8,25(27)-dienol[0]
rxn45134	skeleton:C	C:-10,H:-8,O:-6,charge:+2		5	1	(1) Chorismate[0] <= 
rxn45136	skeleton:C	C:-2,H:-2,O:-1			2	(1) 4-acetylnivalenol[0] <=> (1) nivalenol[0]
rxn45150	skeleton:N	N:-1,O:+1,charge:-1			4	(1) L-alanin-3-yl L-histidin-5-yl S-oxide[0] <=> (1) H2O[0] + (1) Pyruvate[0] + (1) mercaptohistidine[0]
rxn45158	oxygen_only	O:-1			2	(1) 5-methoxy-6-methylbenzimidazole[0] <= (1) Dimethylbenzimidazole[0]
rxn45160	skeleton:C,N,P	C:-10,H:-12,N:-5,O:-9,P:-2,charge:+3		2	3	(1) ATP[0] + (1) dAMP[0] <= (1) ADP[0]
rxn45202	skeleton:C,N	C:-15,H:-29,N:-1,O:-4			3	(1) Carnitine[0] + (1) Octanoyl-CoA[0] <= (1) CoA[0]
rxn45221	skeleton:C,N	C:-10,H:-12,N:-2,O:-1	NADP+NADPH+O2		5	(1) NADPH[0] + (1) O2[0] + (1) Tryptamine[0] => (1) H2O[0] + (1) NADP[0]
rxn45224	skeleton:C,P	C:-6,H:-7,O:-9,P:-1,charge:+2			4	(1) L-Ascorbate[0] + (1) Acetylphosphate[0] <= (1) Acetate[0] + (1) H+[0]
rxn45238	skeleton:C,N,S	C:+4,H:+9,N:+1,O:+2,S:+1			3	(1) L-Cysteine[0] <=> (1) H2S[0] + (1) L-Cystathionine[0]
rxn45357	skeleton:C,N	C:-12,H:-31,N:-4,O:-1,charge:-3			4	(1) Acetyl-CoA[0] + (1) Spermine[0] => (1) CoA[0] + (1) H+[0]
rxn45359	skeleton:C,N,P	C:-10,H:-13,N:-5,O:-12,P:-3,charge:+3			3	(1) ATP[0] + (1) dADP[0] <= (1) ADP[0]
rxn45363	charge_only	charge:+4			3	(1) -4-(6-hydroxy-5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carboxylic acid[0] => (4) H+[0] + (1) zealexin C3[0]
rxn45405	skeleton:C,N	C:-14,H:-12,N:-2,O:-6,charge:+2			1	(1) 2-oxindole-3-acetyl-asp[0] <= 
rxn45449	skeleton:C	C:-9,H:-7,O:-4,charge:+1			3	(1) Pyruvate[0] + (1) L-Tyrosine[0] <= (1) L-Alanine[0]
rxn45483	H_O_charge	H:+1,O:-1,charge:+1	O2		5	(1) O2[0] + (1) Hercynine[0] + (1) Selenocysteine[0] <=> (1) H2O[0] + (1) hercynylselenocysteine[0]
rxn45522	H_O_charge	H:-2,O:-2			2	(1) cytosyl-4'-amino-beta-D-glucuronate[0] <= (1) cytosinine[0]
rxn45528	skeleton:C,N,S	C:-20,H:-27,N:-6,O:-12,S:-2,charge:+5		1	4	(2) GSH[0] + (1) Dehydroascorbate[0] <= (1) L-Ascorbate[0] + (1) H+[0]
rxn45566	skeleton:C	C:-28,H:-32,O:-14		2	3	(1) S-Adenosyl-L-methionine[0] + (1) Vitexin 2''-rhamnoside[0] <= (1) S-Adenosyl-homocysteine[0]
rxn45570	H_O_charge	H:-10,O:+4	NH3+O2		5	(1) H2O[0] + (1) O2[0] + (1) 3-amino-2-butanol[0] => (4) CO2[0] + (1) NH3[0]
rxn45589	charge_only	charge:+6			5	(1) H2O[0] + (1) Strictosidine[0] => (1) CO2[0] + (7) H+[0] + (1) Strictosamide[0]
rxn45646	skeleton:C,N,P,S	C:+125,H:+175,N:+35,O:+95,P:+15,S:+5,charge:-25	NADP+NADPH		8	(7) NADPH[0] + (15) H+[0] + (3) Malonyl-CoA[0] => (4) H2O[0] + (7) NADP[0] + (8) CoA[0] + (8) CO2[0] + (1) Protomycinoli
rxn45706	skeleton:C	C:-12,H:-14,O:-12,charge:-2		1	5	(2) L-Ascorbate[0] + (2) H+[0] + (1) Violaxanthin[0] <= (2) H2O[0] + (1) Zeaxanthin[0]
rxn45727	skeleton:C	C:-6,H:-8,O:-3	NADP+NADPH	1	4	(1) NADP[0] + (1) (R)-Pantolactone[0] <= (1) NADPH[0] + (1) H+[0]
rxn45748	skeleton:C,N	C:-1,H:-3,N:-1			2	(1) (Z)-methyl(oxido)(1-phenylpropan-2-ylidene)azanium[0] <=> (1) Phenylacetone[0]
rxn45785	oxygen_only	O:+3			2	(1) Delta6-Protoilludene[0] => (1) 1,4,5-trihydroxy-delta2,3-protoilludene[0]
rxn45788	skeleton:C	C:-13,H:-20			2	(1) omega-carboxymenaquinone-4[0] => (1) D-glucuronosyl-(4E)-4-methyl-6-(3-methyl-1,4-dioxonaphthalen-2-yl)hex-4-enoate[
rxn45794	charge_only	charge:+2			3	(1) 8-O-methylfusarubin alcohol[0] <=> (2) H+[0] + (1) 8-O-methylnectriafurone[0]
rxn45838	skeleton:C,S	C:-3,H:-7,O:-3,S:-2,charge:+1		2	3	(1) CoM[0] + (1) 5-Methyl-H4MPT[0] <= (1) H4MPT[0]
rxn45845	skeleton:C,N,P,S	C:+125,H:+175,N:+35,O:+95,P:+15,S:+5,charge:-25	NADP+NADPH	2	8	(5) NADPH[0] + (11) H+[0] + (1) Malonyl-CoA[0] => (2) H2O[0] + (5) NADP[0] + (6) CoA[0] + (6) CO2[0] + (1) 10-Deoxymethy
rxn45869	skeleton:C	C:-2,H:+5,O:-1,charge:+1	O2		4	(1) O2[0] + (1) Chlorophyllide[0] <=> (1) Mg[0] + (1) Dinoflagellate luciferin[0]
rxn45871	skeleton:C,N,P	C:-21,H:-25,N:-7,O:-17,P:-3,charge:+3	NADPH		7	(1) ATP[0] + (1) NADPH[0] + (1) L-Glutamate[0] + (1) H+[0] <= (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate5-semialdeh
rxn45881	skeleton:C	C:-6,H:-9,O:-6,charge:+1		4	2	(1) D-Galactonate[0] <= (1) H2O[0]
rxn45888	oxygen_only	O:+1			2	(1) Fusaric acid[0] => (1) fusarinolate[0]
rxn45894	skeleton:C,N,S	C:-20,H:-28,N:-6,O:-12,S:-2,charge:+4		2	5	(2) GSH[0] + (1) H2S2O3[0] <= (1) H+[0] + (1) Sulfite[0] + (1) H2S[0]
rxn45944	skeleton:C	C:-9,H:-8,O:-2	NADP+NADPH		4	(1) NADPH[0] + (1) H+[0] + (1) Rattex[0] <= (1) NADP[0]
rxn45947	skeleton:C	C:-2,H:-2,O:-2			2	(1) Pheophorbide a[0] <=> (1) Pyropheophorbide a[0]
rxn45959	charge_only	charge:-2	NAD+NADH		6	(1) H2O[0] + (2) NAD[0] + (1) 6,8-dihydroxypurine[0] => (2) NADH[0] + (1) H+[0] + (1) Urate[0]
rxn46005	charge_only	charge:+2			3	(1) 7,8-dihydroxy-3,4,15-triacetoxyscirpenol[0] <=> (2) H+[0] + (1) 3,4,15-triacetyl-nivalenol[0]
rxn46016	charge_only	charge:-2			4	(1) L-Ascorbate[0] + (1) H+[0] + (1) indole-3-carbinonium ion[0] <=> (1) ascorbigen[0]
rxn46022	skeleton:C,N	C:-21,H:-26,N:-1,O:-5,charge:-1		2	3	(1) Acetyl-CoA[0] + (1) Salutaridinol[0] <=> (1) CoA[0]
rxn46041	charge_only	charge:+2			3	(1) 7,8-dihydroxycalonectrin[0] <=> (2) H+[0] + (1) 3,15-acetyl-deoxynivalenol[0]
rxn46055	H_O_charge	H:+1,O:+1,charge:+1			2	(1) 4H-1-Bbenzopyran-4-one, 5-hydroxy-6,7-dimethoxy-2-(4-methoxyphenyl)-[0] => (1) 4H-1-benzopyran-4-one, 5,8-dihydroxy-
rxn46127	skeleton:C,N	C:-10,H:-8,N:-1,O:-3,charge:+1			1	(1) 2-indolinone-3-acetate[0] <= 
rxn46131	charge_only	charge:+2			4	(1) indol-3-ylmethylisothiocyanate[0] <=> (2) H+[0] + (1) isothiocyanate[0] + (1) indole-3-carbinonium ion[0]
rxn46162	skeleton:C,N	C:-11,H:-8,N:-1,O:-3,charge:+1		2	3	(1) Pyruvate[0] + (1) L-Tryptophan[0] => (1) L-Alanine[0]
