id,name,abbreviation,ec_numbers,reversibility,deltag,deltagerr,definition,is_transport,rxn_smiles
rxn42242,,,[],?,10000000.0,10000000.0,(1) O2[0] + (1) Campest-4-en-3-one[0] + (1) Reduced flavin[0] <=> (1) H2O[0] + (1) Flavin[0] + (1) 22alpha-Hydroxy-campest-4-en-3-one[0],0,O=O.CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C.*N1C2=NC(=O)NC(=O)C2Nc2cc(C)c(C)cc21>>O.*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21.CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
rxn42243,,,[],?,10000000.0,10000000.0,(1) O2[0] + (1) Reduced flavin[0] + (1) artemisinic aldehyde[0] <=> (1) H2O[0] + (1) H+[0] + (1) Flavin[0] + (1) artemisinate[0],0,O=O.*N1C2=NC(=O)NC(=O)C2Nc2cc(C)c(C)cc21.C=C(C=O)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21>>O.[H+].*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21.C=C(C(=O)[O-])[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21
rxn42244,,,[],?,10000000.0,10000000.0,"(1) O2[0] + (2) H+[0] + (1) 20alpha,22beta-Dihydroxycholesterol[0] + (2) Reduced-adrenal-ferredoxins[0] <=> (2) H2O[0] + (1) Pregnenolone[0] + (1) Isohexanal[0] + (2) Oxidized-adrenal-ferredoxins[0]",0,O=O.[H+].[H+].CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1>>O.O.CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.CC(C)CCC=O.**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1
rxn42245,,,['2.3.1.al'],=,-1.12,0.53,(1) 1-O-Sinapoyl-beta-D-glucose[0] + (1) cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside)[0] <=> (1) D-Glucose[0] + (1) cyanidin 3-O-[2-O-(2-O-(sinapoyl)-bata-D-xylopyranosyl) 6-O-(4-O-(beta-D-glucopyranosyl)-p-coumaroyl-bata-D-glucopyranoside] 5-O-[6-O-(malonyl) bata-D-glucopyranoside][0],0,COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O.O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4ccc(O)c(O)c4)c(O[C@@H]4O[C@H](COC(=O)/C=C/c5ccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc5)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.COc1cc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](Oc4cc5c(O[C@@H]6O[C@H](COC(=O)CC(=O)[O-])[C@@H](O)[C@H](O)[C@H]6O)cc(=O)cc-5oc4-c4ccc(O)c(O)c4)O[C@H](COC(=O)/C=C/c4ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc4)[C@@H](O)[C@@H]3O)OC[C@@H](O)[C@@H]2O)cc(OC)c1O
rxn42246,,,['3.5.1.128'],=,-0.46,1.94,(1) H2O[0] + (1) N-(4-oxoglutaryl)-L-cysteinylglycine[0] <=> (1) 2-Oxoglutarate[0] + (1) Cys-Gly[0],0,O.O=C([O-])CNC(=O)[C@H](C[S-])NC(=O)CCC(=O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](C[S-])C(=O)NCC(=O)[O-]
rxn42247,acyl/alkyl-DHAP reductase,acyl/alkyl-DHAP reductase,['1.1.1.101'],?,10000000.0,10000000.0,(1) NADP[0] + (1) 1-Alkyl-glycerol-3-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 1-alkyl-glycerone 3-phosphate[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.*COC[C@@H](O)COP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].*COCC(=O)COP(=O)([O-])[O-]
rxn42248,,,[],?,10000000.0,10000000.0,(1) e-[0] + (1) Oxidized-ferredoxins[0] <=> (1) Reduced-ferredoxins[0],0,[*H].**[Fe+3]1(**)S[Fe+3](**)(**)S1>>**[Fe+2]1(**)S[Fe+3](**)(**)S1
rxn42249,,,[],?,10000000.0,10000000.0,(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) PCP[0] <=> (1) H2O[0] + (1) NADP[0] + (1) Cl-[0] + (1) Chloranil[0],0,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl>>O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[Cl-].O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
rxn42250,,,[],?,10000000.0,10000000.0,(3) ATP[0] + (1) L-Isoleucine[0] + (1) 9-N-methoxy-tryptophan[0] + (1) L-2-amino-8-oxodecanoate[0] + (1) CPD-17983[0] <=> (3) PPi[0] + (3) AMP[0] + (6) H+[0] + (1) CPD-17982[0],0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC[C@H](C)[C@H]([NH3+])C(=O)[O-].COn1cc(C[C@H]([NH3+])C(=O)[O-])c2ccccc21.CCC(=O)CCCCC[C@H]([NH3+])C(=O)[O-].*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H]1CCCC[NH2+]1)C(*)=O>>O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+].[H+].[H+].[H+].*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](CCCCCC(=O)CC)NC(=O)[C@H]1CCCCN1C(=O)[C@H](NC(=O)[C@H]([NH3+])Cc1cn(OC)c2ccccc12)C(C)CC)C(*)=O
rxn42251,,,['3.7.1.n'],>,-12.75,0.52,"(1) H2O[0] + (1) 2,4-diacetylphloroglucinol[0] => (1) Acetate[0] + (1) H+[0] + (1) 2',4',6'-trihydroxyacetophenone[0]",0,O.CC(=O)c1c(O)cc(O)c(C(C)=O)c1O>>CC(=O)[O-].[H+].CC(=O)c1c(O)cc(O)cc1O
rxn42252,,,[],=,-40.05,2.16,(2) H2O[0] + (2) NAD[0] + (2) O2[0] + (2) CoA[0] + (1) 10-cis-heptadecenoyl-CoA[0] <=> (2) NADH[0] + (2) Acetyl-CoA[0] + (2) H2O2[0] + (2) H+[0] + (1) 6-cis-tridecenoyl-CoA[0],0,O.O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=O.O=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCC/C=C\CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO.OO.[H+].[H+].CCCCCC/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
rxn42253,,,[],?,10000000.0,10000000.0,(1) O2[0] + (2) H+[0] + (2) Reduced-ferredoxins[0] + (1) CPD-17295[0] <=> (2) H2O[0] + (2) Oxidized-ferredoxins[0] + (1) CPD-17296[0],0,O=O.[H+].[H+].**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1.*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC>>O.O.**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1.*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCC/C=C\CCCCCCCC
rxn42254,,,['1.13.12.7'],?,10000000.0,10000000.0,(1) ATP[0] + (1) O2[0] + (1) Photinus luciferin[0] <=> (1) CO2[0] + (1) PPi[0] + (1) AMP[0] + (1) hn[0],0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=O.O=C([O-])[C@H]1CSC(c2nc3ccc(O)cc3s2)=N1>>O=C=O.O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.*
rxn42256,,,['2.3.1.6'],<,21.65,5.31,(1) Acetyl-CoA[0] + (1) Choline[0] <= (1) CoA[0],0,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].C[N+](C)(C)CCO>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
rxn42257,,,[],>,-14.03,6.62,"(1) DL-Glyceryl 1-phosphate[0] + (1) CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol[0] => (1) CMP[0] + (1) H+[0] + (1) archaetidylglycerol phosphate[0]",0,O=P([O-])([O-])OC[C@@H](O)CO.CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>>Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1.[H+].CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@@H](COP(=O)([O-])OC[C@H](O)COP(=O)([O-])[O-])OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
rxn42258,,,[],=,4.81,1.37,(1) 4-methyl-4-sulfanylpentan-2-one-[Cys] conjugate[0] <=> (1) Dehydroalanine[0] + (1) 4-MMP[0],0,CC(=O)CC(C)(C)SC[C@H]([NH3+])C(=O)[O-]>>C=C([NH3+])C(=O)[O-].CC(=O)CC(C)(C)S
rxn42259,,,['2.4.2.37'],?,10000000.0,10000000.0,(1) NAD[0] + (1) Cytochrome-c-arginines[0] <=> (1) H+[0] + (1) Nicotinamide[0] + (1) ADP-D-ribosyl-nitrogen-reductases[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.*[NH2+][C@@H](CCCNC(N)=[NH2+])C(*)=O>>[H+].NC(=O)c1cccnc1.*[NH2+][C@@H](CCCNC(=[NH2+])NC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O)C(*)=O
rxn42260,,,[],>,-34.54,1.84,(1) Rhodopin[0] => (1) 1'-Hydroxy-gamma-carotene[0],0,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCCC(C)(C)O>>CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCCC(C)(C)O)C(C)(C)CCC1
rxn42261,,,[],=,-0.37,0.55,(1) H2O[0] + (1) N-[(S-(Z)-phenylacetohydroximoyl)-L-cysteinyl]glycine[0] <=> (1) Glycine[0] + (1) S-(Phenylacetothiohydroximoyl)-L-cysteine[0],0,O.[NH3+][C@@H](CS/C(Cc1ccccc1)=N\O)C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[NH3+][C@@H](CS/C(Cc1ccccc1)=N\O)C(=O)[O-]
rxn42262,,,['1.3.1.33'],?,10000000.0,10000000.0,(1) NADP[0] + (1) Chlorophyllide[0] <=> (1) NADPH[0] + (1) H+[0] + (1) hn[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C=Cc1c(C)/c2n3/c1=C\C1=N/C(=C\c4c(C)c5c(n4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)=C1C>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].*
rxn42263,,,[],?,10000000.0,10000000.0,(1) O2[0] + (1) Glucoalyssin[0] <=> (1) H+[0] + (1) Glucobrassicanapin[0] + (1) methanesulfonate[0],0,O=O.CS(=O)CCCCC/C(=N/OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>[H+].C=CCCC/C(=N/OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.CS(=O)(=O)[O-]
rxn42264,,,[],?,10000000.0,10000000.0,(2) H+[0] + (2) e-[0] + (1) Ubiquinone-6[0] <=> (1) Ubiquinol-6[0],0,[H+].[H+].[*H].[*H].COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O>>COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC
rxn42267,,,[],=,0.0,0.0,(1) (3E)-tetradec-3-enoyl-CoA[0] <=> (1) (2E)-Tetradecenoyl-CoA[0],0,CCCCCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
rxn42269,,,[],?,10000000.0,10000000.0,(1) CPD-19337[0] <=> (1) CPD-19337[1],1,*O[C@@H]1[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@H]2[C@@H](O)[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)O[C@@H](OC[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H]3O[C@@H](O[C@H]4[C@@H]([NH3+])[C@@H](C)O[C@H](O[C@@H]5[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@H]6[C@@H](O)[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)O[C@@H](OC[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H]7O[C@@H](O[C@H]8[C@@H]([NH3+])[C@@H](C)O[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]8NC(C)=O)[C@H](O)[C@@H](O)[C@@H]7O)O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@@H]6NC(C)=O)O[C@@H]5COP(=O)([O-])OCC[N+](C)(C)C)[C@@H]4NC(C)=O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2NC(C)=O)O[C@@H]1COP(=O)([O-])OCC[N+](C)(C)C>>*O[C@@H]1[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@H]2[C@@H](O)[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)O[C@@H](OC[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H]3O[C@@H](O[C@H]4[C@@H]([NH3+])[C@@H](C)O[C@H](O[C@@H]5[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@H]6[C@@H](O)[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)O[C@@H](OC[C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H]7O[C@@H](O[C@H]8[C@@H]([NH3+])[C@@H](C)O[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]8NC(C)=O)[C@H](O)[C@@H](O)[C@@H]7O)O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@@H]6NC(C)=O)O[C@@H]5COP(=O)([O-])OCC[N+](C)(C)C)[C@@H]4NC(C)=O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2NC(C)=O)O[C@@H]1COP(=O)([O-])OCC[N+](C)(C)C
rxn42270,,,['1.1.1.394'],=,5.86,7.3,"(1) H2O[0] + (1) NAD[0] + (1) aurachin B[0] <=> (1) NADH[0] + (1) 4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide[0]",0,O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c([O-])c(C)[n+]([O-])c2ccccc12>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1(O)C(=O)C(C)=[N+]([O-])c2ccccc21
rxn42272,,,['2.4.1.149'],?,10000000.0,10000000.0,"(1) UDP-N-acetylglucosamine[0] + (1) D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl- 1,4-beta-D-glucosylceramide[0] <=> (1) UDP[0] + (1) N-ACETYL-D-GLUCOSAMINYL-13-BETA-D-GALAC[0]",0,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
rxn42273,,,[],?,10000000.0,10000000.0,(1) H2O[0] + (1) S-Adenosyl-L-methionine[0] + (1) 7-hydroxy-bacteriochlorophyllide-d[0] <=> (1) L-Methionine[0] + (1) H+[0] + (1) 5'-Deoxyadenosine[0] + (1) 7-dihydroxy-bacteriochlorophyllide-d[0],0,O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.*Cc1c2c3n4c1C=c1c(CC(*)*)c(CO)c5[nH]1~[Mg]41n4c(c(C)c(C(C)O)c4C=5)C=C4[C@@H](C)[C@H](CCC(=O)[O-])C(=C3CC2=O)N4~1>>CSCC[C@H]([NH3+])C(=O)[O-].[H+].C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.*Cc1c2c3n4c1C=c1c(CC(*)*)c(C(O)O)c5[nH]1~[Mg]41n4c(c(C)c(C(C)O)c4C=5)C=C4[C@@H](C)[C@H](CCC(=O)[O-])C(=C3CC2=O)N4~1
rxn42274,,,[],=,-4.36,6.07,(1) S-Adenosyl-L-methionine[0] + (1) fusarubinaldehyde[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 8-O-methylfusarubinaldehyde[0],0,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.COc1cc(O)c2c(O)c(C=O)c(CC(C)=O)cc2c1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].COc1cc(OC)c2c(O)c(C=O)c(CC(C)=O)cc2c1
rxn42277,,,[],=,-1.35,0.33,(1) D-Glucose[0] <=> (1) D-Glucose[0],0,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
rxn42278,,,['1.14.11.8'],>,-42.9,2.18,"(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) N6,N6,N6-Trimethyl-L-lysine[0] => (1) CO2[0] + (1) Succinate[0]",0,O=O.O=C([O-])CCC(=O)C(=O)[O-].C[N+](C)(C)CCCC[C@H]([NH3+])C(=O)[O-]>>O=C=O.O=C([O-])CCC(=O)[O-]
rxn42279,,,[],>,-9.77,5.08,(1) (2Z)-2-hydroxypent-2-enedioyl-CoA[0] => (1) 2-oxoglutaryl-CoA[0],0,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)CCC(=O)[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)CCC(=O)[O-]
