id,name,abbreviation,ec_numbers,reversibility,deltag,deltagerr,definition,is_transport,rxn_smiles
rxn05667,TRANS-RXN4LZ-7041.ce,TRANS-RXN4LZ-7041.ce,[],=,0.0,0.71,(1) Urea[1] <=> (1) Urea[0],1,NC(N)=O>>NC(N)=O
rxn05669,TRANS-RXNBWI-115637.ce.maizeexp.VAL_VAL,TRANS-RXNBWI-115637.ce.maizeexp.VAL_VAL,[],=,0.0,0.62,(1) H+[1] + (1) L-Valine[1] <=> (1) H+[0] + (1) L-Valine[0],1,[H+].CC(C)[C@H]([NH3+])C(=O)[O-]>>[H+].CC(C)[C@H]([NH3+])C(=O)[O-]
rxn05671,D-xylose transport in via proton symport,XYLt2,[],=,0.0,1.94,(1) H+[1] + (1) Xylose[1] <=> (1) H+[0] + (1) Xylose[0],1,[H+].OC1OC[C@@H](O)[C@H](O)[C@H]1O>>[H+].OC1OC[C@@H](O)[C@H](O)[C@H]1O
rxn05672,D-glutamate transport in via proton symport,GLU-Dt2,[],=,0.0,0.54,(1) H+[1] + (1) D-Glutamate[1] <=> (1) H+[0] + (1) D-Glutamate[0],1,[H+].[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]>>[H+].[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]
rxn05673,"D-galacturonate transport via proton symport, reversible",GALURt2r,['2.A.1.14.-'],=,0.0,2.12,(1) H+[1] + (1) D-Galacturonate[1] <=> (1) H+[0] + (1) D-Galacturonate[0],1,[H+].O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
rxn05674,L-Citrulline transport in via proton symport,CITR_Lt2,[],=,0.0,1.44,(1) H+[1] + (1) Citrulline[1] <=> (1) H+[0] + (1) Citrulline[0],1,[H+].NC(=O)NCCC[C@H]([NH3+])C(=O)[O-]>>[H+].NC(=O)NCCC[C@H]([NH3+])C(=O)[O-]
rxn05676,MAN6P transport in/out via proton symport,MAN6Pt6,[],=,0.0,2.14,(1) H+[1] + (1) D-mannose-6-phosphate[1] <=> (1) H+[0] + (1) D-mannose-6-phosphate[0],1,[H+].O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O>>[H+].O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
rxn05678,hydroquinone transport in/out via proton symport,HQNt6,[],=,0.0,1.24,(1) H+[1] + (1) Quinol[1] <=> (1) H+[0] + (1) Quinol[0],1,[H+].Oc1ccc(O)cc1>>[H+].Oc1ccc(O)cc1
rxn05679,TRANS-RXNAVI-27988.ce.brachyexp.TMP_TMP,TRANS-RXNAVI-27988.ce.brachyexp.TMP_TMP,[],=,0.0,2.5,(1) H+[1] + (1) dTMP[1] <=> (1) H+[0] + (1) dTMP[0],1,[H+].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O>>[H+].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
rxn05680,TRANS-RXNBWI-115572.ce.maizeexp.XANTHOSINE_XANTHOSINE,TRANS-RXNBWI-115572.ce.maizeexp.XANTHOSINE_XANTHOSINE,[],=,0.0,3.95,(1) H+[1] + (1) Xanthosine[1] <=> (1) H+[0] + (1) Xanthosine[0],1,[H+].O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1>>[H+].O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
rxn05681,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible",DDGLCNt2r,[],=,0.0,0.83,(1) H+[1] + (1) 2-keto-3-deoxygluconate[1] <=> (1) H+[0] + (1) 2-keto-3-deoxygluconate[0],1,[H+].O=C([O-])C(=O)C[C@H](O)[C@H](O)CO>>[H+].O=C([O-])C(=O)C[C@H](O)[C@H](O)CO
rxn05682,allantoin transport in via proton symport,ALLTNt2r,[],=,0.0,2.79,(1) H+[1] + (1) Allantoin[1] <=> (1) H+[0] + (1) Allantoin[0],1,[H+].NC(=O)NC1NC(=O)NC1=O>>[H+].NC(=O)NC1NC(=O)NC1=O
rxn05683,"Butyrate transport via proton symport, reversible",BUTt2r,[],=,0.0,0.33,(1) H+[1] + (1) Butyrate[1] <=> (1) H+[0] + (1) Butyrate[0],1,[H+].CCCC(=O)[O-]>>[H+].CCCC(=O)[O-]
rxn05684,TRANS-RXNBWI-115359.ce,TRANS-RXNBWI-115359.ce,[],=,0.0,0.49,(1) H+[1] + (1) L-Homoserine[1] <=> (1) H+[0] + (1) L-Homoserine[0],1,[H+].[NH3+][C@@H](CCO)C(=O)[O-]>>[H+].[NH3+][C@@H](CCO)C(=O)[O-]
rxn05685,TRANS-RXNAVI-26524.ce.brachyexp.RIBITOL_RIBITOL,TRANS-RXNAVI-26524.ce.brachyexp.RIBITOL_RIBITOL,[],=,0.0,1.13,(1) H+[1] + (1) Ribitol[1] <=> (1) H+[0] + (1) Ribitol[0],1,[H+].OC[C@@H](O)[C@@H](O)[C@@H](O)CO>>[H+].OC[C@@H](O)[C@@H](O)[C@@H](O)CO
rxn05686,Tyramine transport in via proton symport,Tyramine transport in via proton symport,[],=,0.0,1.26,(1) H+[1] + (1) Tyramine[1] <=> (1) H+[0] + (1) Tyramine[0],1,[H+].[NH3+]CCc1ccc(O)cc1>>[H+].[NH3+]CCc1ccc(O)cc1
rxn05687,"Transport of putrescine, extracellular",U171,[],=,0.0,0.75,(1) H+[1] + (1) Putrescine[1] <=> (1) H+[0] + (1) Putrescine[0],1,[H+].[NH3+]CCCC[NH3+]>>[H+].[NH3+]CCCC[NH3+]
rxn05689,TRANS-RXNAVI-26524.ce.brachyexp.TAGATOSE_TAGATOSE,TRANS-RXNAVI-26524.ce.brachyexp.TAGATOSE_TAGATOSE,[],=,0.0,1.16,(1) H+[1] + (1) D-Tagatose[1] <=> (1) H+[0] + (1) D-Tagatose[0],1,[H+].OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O>>[H+].OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
rxn05690,D-Fucose transport in via proton symport,D-Fucose transport in via proton symport,[],=,0.0,2.12,(1) H+[1] + (1) D-Fucose[1] <=> (1) H+[0] + (1) D-Fucose[0],1,[H+].C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
rxn05691,L-fucose transport via proton symport,FUCt,[],=,0.0,2.12,(1) H+[1] + (1) L-Fucose[1] <=> (1) H+[0] + (1) L-Fucose[0],1,[H+].C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O>>[H+].C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
rxn05692,L-Lyxose transporter,LLXt2,[],=,0.0,1.94,(1) H+[1] + (1) L-Lyxose[1] <=> (1) H+[0] + (1) L-Lyxose[0],1,[H+].OC1OC[C@H](O)[C@@H](O)[C@H]1O>>[H+].OC1OC[C@H](O)[C@@H](O)[C@H]1O
rxn05693,TRANS-RXNAVI-26524.ce.brachyexp.CPD-170_CPD-170,TRANS-RXNAVI-26524.ce.brachyexp.CPD-170_CPD-170,[],=,0.0,8.13,(1) H+[1] + (1) Stachyose[1] <=> (1) H+[0] + (1) Stachyose[0],1,[H+].OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
rxn05694,L-Pyroglutamic Acid transport in via proton symport,L-Pyroglutamic Acid transport in via proton symport,[],=,0.0,1.26,(1) H+[1] + (1) 5-Oxoproline[1] <=> (1) H+[0] + (1) 5-Oxoproline[0],1,[H+].O=C1CC[C@@H](C(=O)[O-])N1>>[H+].O=C1CC[C@@H](C(=O)[O-])N1
rxn05695,TRANS-RXNAVI-26524.ce.brachyexp.NYSTOSE_NYSTOSE,TRANS-RXNAVI-26524.ce.brachyexp.NYSTOSE_NYSTOSE,[],=,0.0,7.58,(1) H+[1] + (1) Inulin[1] <=> (1) H+[0] + (1) Inulin[0],1,[H+].OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O>>[H+].OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
rxn05696,D-Glucosaminic Acid transport in via proton symport,D-Glucosaminic Acid transport in via proton symport,[],=,0.0,1.17,(1) H+[1] + (1) Glucosaminate[1] <=> (1) H+[0] + (1) Glucosaminate[0],1,[H+].[NH3+][C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)CO>>[H+].[NH3+][C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)CO
rxn05697,TRANS-RXNAVI-26524.ce.brachyexp.PSICOSE_PSICOSE,TRANS-RXNAVI-26524.ce.brachyexp.PSICOSE_PSICOSE,[],=,0.0,1.16,(1) H+[1] + (1) D-Psicose[1] <=> (1) H+[0] + (1) D-Psicose[0],1,[H+].OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O>>[H+].OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O
rxn05698,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3561_CPD-3561,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3561_CPD-3561,[],=,0.0,3.92,(1) H+[1] + (1) Lactulose[1] <=> (1) H+[0] + (1) Lactulose[0],1,[H+].OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
rxn05699,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3605_CPD-3605,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3605_CPD-3605,[],=,0.0,4.27,(1) H+[1] + (1) Gentiobiose[1] <=> (1) H+[0] + (1) Gentiobiose[0],1,[H+].OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>[H+].OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
rxn05701,b-Methyl-D-Glucoside transport in via proton symport,b-Methyl-D-Glucoside transport in via proton symport,[],=,0.0,2.21,(1) H+[1] + (1) b-Methyl-D-Glucoside[1] <=> (1) H+[0] + (1) b-Methyl-D-Glucoside[0],1,[H+].CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>[H+].CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
rxn05703,Hydroxylamine transport in via proton symport,Hydroxylamine transport in via proton symport,[],=,0.0,1.13,(1) H+[1] + (1) Hydroxylamine[1] <=> (1) H+[0] + (1) Hydroxylamine[0],1,[H+].NO>>[H+].NO
rxn05704,Monomethylamine symport,MMAt,[],=,-0.0,0.71,(1) H+[1] + (1) Methanamine[1] <=> (1) H+[0] + (1) Methanamine[0],1,[H+].C[NH3+]>>[H+].C[NH3+]
rxn05706,Histamine transport in via proton symport,Histamine transport in via proton symport,[],=,0.0,1.6,(1) H+[1] + (1) Histamine[1] <=> (1) H+[0] + (1) Histamine[0],1,[H+].[NH3+]CCc1c[nH]cn1>>[H+].[NH3+]CCc1c[nH]cn1
rxn05708,Formamide transport in via proton symport,Formamide transport in via proton symport,[],=,0.0,0.52,(1) H+[1] + (1) Formamide[1] <=> (1) H+[0] + (1) Formamide[0],1,[H+].NC=O>>[H+].NC=O
rxn05709,D-Lysine transport in via proton symport,D-Lysine transport in via proton symport,[],=,0.0,0.79,(1) H+[1] + (1) D-Lysine[1] <=> (1) H+[0] + (1) D-Lysine[0],1,[H+].[NH3+]CCCC[C@@H]([NH3+])C(=O)[O-]>>[H+].[NH3+]CCCC[C@@H]([NH3+])C(=O)[O-]
rxn05710,Ethylamine transport in via proton symport,Ethylamine transport in via proton symport,[],=,0.0,0.34,(1) H+[1] + (1) Ethylamine[1] <=> (1) H+[0] + (1) Ethylamine[0],1,[H+].CC[NH3+]>>[H+].CC[NH3+]
rxn05711,D-Asparagine transport in via proton symport,D-Asparagine transport in via proton symport,[],=,0.0,0.83,(1) H+[1] + (1) D-Asparagine[1] <=> (1) H+[0] + (1) D-Asparagine[0],1,[H+].NC(=O)C[C@@H]([NH3+])C(=O)[O-]>>[H+].NC(=O)C[C@@H]([NH3+])C(=O)[O-]
rxn05713,TRANS-RXNAVI-26524.ce.brachyexp.GALACTOSAMINE_GALACTOSAMINE,TRANS-RXNAVI-26524.ce.brachyexp.GALACTOSAMINE_GALACTOSAMINE,[],=,0.0,2.14,(1) H+[1] + (1) D-Chondrosamine[1] <=> (1) H+[0] + (1) D-Chondrosamine[0],1,[H+].[NH3+][C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O>>[H+].[NH3+][C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
rxn05714,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3683_CPD-3683,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3683_CPD-3683,[],=,0.0,2.14,(1) H+[1] + (1) D-Mannosamine[1] <=> (1) H+[0] + (1) D-Mannosamine[0],1,[H+].[NH3+][C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O>>[H+].[NH3+][C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
rxn05715,D-Valine transport in via proton symport,D-Valine transport in via proton symport,[],=,0.0,0.62,(1) H+[1] + (1) D-Valine[1] <=> (1) H+[0] + (1) D-Valine[0],1,[H+].CC(C)[C@@H]([NH3+])C(=O)[O-]>>[H+].CC(C)[C@@H]([NH3+])C(=O)[O-]
rxn05716,O-Phosphoryl-Ethanolamine transport in via proton symport,O-Phosphoryl-Ethanolamine transport in via proton symport,[],=,0.0,0.44,(1) H+[1] + (1) Phosphoethanolamine[1] <=> (1) H+[0] + (1) Phosphoethanolamine[0],1,[H+].[NH3+]CCOP(=O)([O-])[O-]>>[H+].[NH3+]CCOP(=O)([O-])[O-]
rxn05717,Tripolyphosphate transport in via proton symport,Tripolyphosphate transport in via proton symport,[],?,10000000.0,10000000.0,(1) H+[1] + (1) Triphosphate[1] <=> (1) H+[0] + (1) Triphosphate[0],1,[H+].O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])O>>[H+].O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])O
rxn05718,Phosphoryl Choline transport in via proton symport,Phosphoryl Choline transport in via proton symport,[],=,0.0,2.79,(1) H+[1] + (1) Phosphocholine[1] <=> (1) H+[0] + (1) Phosphocholine[0],1,[H+].C[N+](C)(C)CCOP(=O)([O-])[O-]>>[H+].C[N+](C)(C)CCOP(=O)([O-])[O-]
rxn05719,"Cytidine- 3',5'-Cyclic Monophosphate transport in via proton symport","Cytidine- 3',5'-Cyclic Monophosphate transport in via proton symport",[],=,0.0,4.21,"(1) H+[1] + (1) 3',5'-Cyclic CMP[1] <=> (1) H+[0] + (1) 3',5'-Cyclic CMP[0]",1,[H+].Nc1ccn([C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)n1>>[H+].Nc1ccn([C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)n1
rxn05720,"Guanosine- 3',5'-Cyclic Monophosphate transport in via proton symport","Guanosine- 3',5'-Cyclic Monophosphate transport in via proton symport",[],=,0.0,5.05,(1) H+[1] + (1) cGMP[1] <=> (1) H+[0] + (1) cGMP[0],1,[H+].Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)[nH]1>>[H+].Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)[nH]1
rxn05721,Adenosine- 2'-Monophosphate transport in via proton symport,Adenosine- 2'-Monophosphate transport in via proton symport,[],=,0.0,4.29,(1) H+[1] + (1) AMP 2'-phosphate[1] <=> (1) H+[0] + (1) AMP 2'-phosphate[0],1,[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)([O-])[O-]>>[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
rxn05722,Trimetaphosphate transport in via proton symport,Trimetaphosphate transport in via proton symport,[],=,0.0,3.66,(1) H+[1] + (1) Thiamine phosphate[1] <=> (1) H+[0] + (1) Thiamine phosphate[0],1,[H+].Cc1ncc(C[n+]2csc(CCOP(=O)([O-])[O-])c2C)c(N)n1>>[H+].Cc1ncc(C[n+]2csc(CCOP(=O)([O-])[O-])c2C)c(N)n1
rxn05723,Phosphocreatine transport in via proton symport,Phosphocreatine transport in via proton symport,[],=,0.0,2.73,(1) H+[1] + (1) Phosphocreatine[1] <=> (1) H+[0] + (1) Phosphocreatine[0],1,[H+].CN(CC(=O)[O-])C(N)=[NH+]P(=O)([O-])[O-]>>[H+].CN(CC(=O)[O-])C(N)=[NH+]P(=O)([O-])[O-]
rxn05724,Cytidine- 2'- Monophosphate transport in via proton symport,Cytidine- 2'- Monophosphate transport in via proton symport,[],=,0.0,2.72,(1) H+[1] + (1) 2'-Cytidylic acid[1] <=> (1) H+[0] + (1) 2'-Cytidylic acid[0],1,[H+].Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)([O-])[O-])c(=O)n1>>[H+].Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)([O-])[O-])c(=O)n1
rxn05725,2-Aminoethyl Phosphonic Acid transport in via proton symport,2-Aminoethyl Phosphonic Acid transport in via proton symport,[],=,0.0,0.72,(1) H+[1] + (1) Ciliatine[1] <=> (1) H+[0] + (1) Ciliatine[0],1,[H+].[NH3+]CCP(=O)([O-])O>>[H+].[NH3+]CCP(=O)([O-])O
rxn05726,Phosphono Acetic Acid transport in via proton symport,Phosphono Acetic Acid transport in via proton symport,[],=,0.0,0.65,(1) H+[1] + (1) Fosfonet[1] <=> (1) H+[0] + (1) Fosfonet[0],1,[H+].O=C([O-])CP(=O)([O-])O>>[H+].O=C([O-])CP(=O)([O-])O
rxn05727,2-Deoxy-D-Glucose 6-Phosphate transport in via proton symport,2-Deoxy-D-Glucose 6-Phosphate transport in via proton symport,[],=,0.0,1.9,(1) H+[1] + (1) 2-Deoxy-D-glucose 6-phosphate[1] <=> (1) H+[0] + (1) 2-Deoxy-D-glucose 6-phosphate[0],1,[H+].O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O>>[H+].O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O
rxn05728,Thiosulfate transport in via proton symport,Thiosulfate transport in via proton symport,[],=,-0.0,0.71,(1) H+[1] + (1) H2S2O3[1] <=> (1) H+[0] + (1) H2S2O3[0],1,[H+].O=S(=O)([O-])S>>[H+].O=S(=O)([O-])S
rxn05730,Tetrathionate transport in via proton symport,Tetrathionate transport in via proton symport,[],=,0.0,2.69,(1) H+[1] + (1) Tetrathionate[1] <=> (1) H+[0] + (1) Tetrathionate[0],1,[H+].O=S(=O)([O-])SSS(=O)(=O)[O-]>>[H+].O=S(=O)([O-])SSS(=O)(=O)[O-]
rxn05731,Taurocholic Acid transport in via proton symport,Taurocholic Acid transport in via proton symport,[],=,0.0,10.15,(1) H+[1] + (1) Taurocholate[1] <=> (1) H+[0] + (1) Taurocholate[0],1,[H+].C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C>>[H+].C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
rxn05732,acyl-CoA dehydrogenase (hexadecanoyl-CoA),ACOAD7,[],=,14.74,0.5,(1) NAD[0] + (1) Palmitoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Hexadecenoyl-CoA[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
rxn05733,"O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)",R04859,"['2.5.1.47', '2.5.1.49']",?,10000000.0,10000000.0,(1) H2S2O3[0] + (1) O-Acetyl-L-serine[0] + (1) trdrd[0] <=> (1) Acetate[0] + (1) H+[0] + (1) Sulfite[0] + (1) L-Cysteine[0] + (1) trdox[0],0,O=S(=O)([O-])S.CC(=O)OC[C@H]([NH3+])C(=O)[O-].*[NH2+][C@@H](C[S-])C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O>>CC(=O)[O-].[H+].O=S([O-])O.[NH3+][C@@H](C[S-])C(=O)[O-].*[NH2+][C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O
rxn05734,"aldehyde dehydrogenase (glyoxylate, NAD)",GLXO1,[],=,-6.02,0.82,(1) H2O[0] + (1) NAD[0] + (1) Glyoxalate[0] <=> (1) NADH[0] + (2) H+[0] + (1) Oxalate[0],0,O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=CC(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+].O=C([O-])C(=O)[O-]
rxn05735,"aldehyde dehydrogenase (aminoacetaldehyde, NAD)",ALDD31,[],=,-9.36,0.5,(1) H2O[0] + (1) NAD[0] + (1) Aminoacetaldehyde[0] <=> (1) NADH[0] + (1) Glycine[0] + (2) H+[0],0,O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[NH3+]CC=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH3+]CC(=O)[O-].[H+].[H+]
rxn05736,acyl-coenzyme A ligase,RXN-7904.c.metaexp.CPD-7836_TETRADECANOYL-COA,['6.2.1.3'],>,-2.62,0.35,(1) ATP[0] + (1) CoA[0] + (1) Myristic acid[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Myristoyl-CoA[0],0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
rxn05737,RXN0-6973.c,RXN0-6973.c,['1.14.14.5'],>,-71.92,4.36,(1) O2[0] + (1) Taurine[0] + (1) FMNH2[0] => (1) H2O[0] + (1) FMN[0] + (1) Sulfite[0] + (1) Aminoacetaldehyde[0],0,O=O.[NH3+]CCS(=O)(=O)[O-].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])C1=NC(=O)NC(=O)C1N2>>O.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.O=S([O-])O.[NH3+]CC=O
rxn05743,inositol catabolic reactions (lumped),INSCR,[],=,-2.48,2.04,(1) ATP[0] + (1) 2-Inosose[0] <=> (1) ADP[0] + (2) H+[0] + (1) Glycerone-phosphate[0] + (1) 3-Oxopropanoate[0],0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=C1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H+].O=C(CO)COP(=O)([O-])[O-].O=CCC(=O)[O-]
