compound_id,frequency,name
cpd34831,2,mupirocin C1
cpd36714,2,DNA-deoxycytidine-dimer
cpd36289,2,L-Alanyl-AmbB
cpd34395,2,3-ethyl-2-oxosuccinate
cpd33881,2,"(2E,5E)-dodeca-2,5-dienoyl-CoA"
cpd36705,2,10-FORMYL-DIHYDROFOLATE-GLU-N
cpd36175,2,Citrate-Lyase-Citryl-Form
cpd35307,2,[(3S)-4-(6-methyloctanoyl)-5-oxooxolan-3-yl]methyl phosphate
cpd33233,2,[4-(6-methyloctanoyl)-5-oxo-2H-furan-3-yl]methyl phosphate
cpd31645,2,pentabromopseudilin
cpd36482,2,tRNA-containing-5-taurinomethyluridine
cpd34434,2,"9,11-dihydroxy-4-methyl-triacontan-3-one"
cpd33452,2,"(3S,6Z,9Z,12Z,15Z,18Z,21Z)-3-hydroxytetracosa-6,9,12,15,18,21-hexaenoyl-CoA"
cpd35520,2,"(10bR,4aS)-oxomaritinamine"
cpd31735,2,"(4S,5E,7Z,10Z,13Z,15E,17R,19Z)-4-hydroperoxy17-hydroxydocosa-5,7,10,13,15,19-hexaenoate"
cpd36704,2,Actinorhodin-Intermediate-4
cpd34610,2,"3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate"
cpd32404,2,an unsaturated pectate trisaccharide
cpd36434,2,cis-14-isoprene
cpd33315,2,"(4Z,8Z)-4,8-dimethyl-12-oxotrideca-4,8-dienal"
cpd36656,2,20-Glc-Protopanaxadiol-ginsenosides
cpd37044,2,RNA-Containing-Cytidine-Adenosine
cpd36481,2,5prime-Hydroxy-Adenosine-3prime-RNA
cpd32686,2,"(6Z,9Z,12Z,15Z)-3-hydroxy-2-[(2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl]octadeca-6,9,12,15-tetraenoate"
cpd33638,2,"9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]"
cpd35439,2,"3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]"
cpd36055,2,3Prime-OH-Terminated-RNAs
cpd32798,2,"alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"
cpd36597,2,CPD-20071
cpd34387,2,4'-methoxydehydrocyclopeptin
cpd36817,2,3R-11Z-3-hydroxy-icos-11-enoyl-ACPs
cpd36293,2,2E-11Z-icosa-2-11-dienoyl-ACPs
cpd31812,2,indol-3-ylmethylisothiocyanate-[gamma-Glu-Cys}
cpd32994,2,"1'-hydroxy-1',2'-dihydro-beta,psi-caroten-4'-one"
cpd36375,2,Peptide-with-C-terminal-Glycine
cpd32588,2,3-oxochenodeoxycholoyl-CoA
cpd32156,2,"(2S)-2-amino-3-[(1R,2S,5R,6S)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]propanoate"
cpd34396,2,"3-[(1R,2S,6R)-5-oxo-7-oxabicyclo[4.1.0]hept-2-yl]-L-alanine"
cpd17773,2,Isolithocholate
cpd36419,2,MupJ-Product
cpd06963,2,Hyperin
cpd36748,2,Nonaketamide-OxyC
cpd34662,2,"3-benzyl-3,6 -bis(cysteinyl)- 6-(hydroxymethyl)-DKP"
cpd33295,2,"3-benzyl-3,6 -disulfanyl- 6-(hydroxymethyl)-DKP"
cpd24718,2,4'-O-methylxanthohumol
cpd35995,2,"2,3-diacetamido-2,3-dideoxy-beta-D-uronateglucosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-(C55 omega-saturated dolichyl phosphate)"
cpd34073,2,CDP-D-fructose
cpd36483,2,VIM-2
cpd15032,2,13(S)-HOT
cpd35330,2,6-methoxypodophyllotoxin 7-glucoside
cpd34839,2,N-methylanthraniloyl-beta-D-glucopyranose
cpd35122,2,3-carboxy-8-(methylsulfanyl)-2-oxooctanoate
cpd34325,2,ent-8alpha-hydroxylabd-13-en-15-yl diphosphate
cpd32620,2,9-N-hydroxy-L-tryptophan
cpd35543,2,6-hydroxy-allocryptopine
cpd35694,2,(R)-2-(phosphomethyl)malate
cpd31929,2,3-phosphonomethylmalate
cpd34446,2,"(2R,3S)-2-hexyl-3-hydroxydecanoate"
cpd31913,2,3-hexyl-4-septyloxetan-2-one
cpd33916,2,"4-methyl-triacontane-3,9,11-triol"
cpd34235,2,"3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"
cpd36673,2,CPD-17877
cpd32888,2,GlcNAc-N-acetyl-tunicaminyl-uracil
cpd35485,2,GlcNAc-tunicaminyl-uracil
cpd35308,2,"(3R)-hydroxy- 5-cis, 7-trans-tetradecadienoyl-CoA"
cpd32671,2,"5-cis, 7-trans-3-oxo-tetradecadienoyl-CoA"
cpd36684,2,4-hydroxyphenylnonadecanoyl-PKS15
cpd32584,2,"(2R,4R,5R,6S)-2,4,5-trihydroxy-6-[(1S)-1-hydroxy-2-oxoethyl]oxane-2-carboxylate"
cpd31860,2,2-hydroxycanthaxanthin
cpd33956,2,"2,2'-dihydroxycanthaxanthin"
cpd33933,2,sulfinosuccinate
cpd35656,2,sch210972
cpd32517,2,acetyl (11Z)-octadec-11-enoate
cpd02680,2,7-alpha-D-Ribosyladenine 5'-phosphate
cpd04354,2,Lovastatin
cpd37006,2,Coelenterazine-CBP
cpd36561,2,5-hexynoyl-ACPs
cpd32344,2,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-glucosaminylamine
cpd32688,2,S-(hydroxymethyl)bacillithiol
cpd32003,2,shinorine
cpd35850,2,(2R)-2-pentanol
cpd32106,2,"(9Z,11E)-tetradeca-9,11-dien-1-ol"
cpd34010,2,1-myristoyl-2-palmitoleoyl phosphatidate
cpd19886,2,L-Homotyrosine
cpd36556,2,Protein-C-terminal-L-Arginine
cpd33939,2,"(4E)-9,11-dihydroxy-27-(4-hydroxyphenyl)-2,4-dimethyl-3-oxoheptacos-4-enoate"
cpd33368,2,"(4E,9R,11R)-9,11-dihydroxy-27-(4-hydroxyphenyl)-4-methylheptacos-4-en-3-one"
cpd36341,2,PigJ-pyrrole-2-carboxylate
cpd33026,2,"(5R,7aS)-7a-methyl-1,5-dioxo-3,5,6,7-tetrahydro-2H-indene-4-carboxyl-CoA"
cpd35737,2,(3R)-2-(2-carboxyethyl)-3-methyl-6-oxocyclohex-1-ene-1-carboxyl-CoA
cpd32837,2,dimeric 9-hydroxyrubrofusarin
cpd35394,2,"5-hydroxy-7-(5-hydroxy-8-methoxy-2-methyl-4,6,9-trioxobenzo[g]chromen-7-yl)-8-methoxy-2-methylbenzo[g]chromene-4,6,9-trione"
cpd31900,2,"(3R)-hydroxy, 4-trans-undecenoyl-CoA"
cpd35243,2,(4R)-4-(hydroxymethyl)-3-(5-methylhexanoyl)oxolan-2-one
cpd32618,2,4-(hydroxymethyl)-3-(5-methylhexanoyl)-5H-furan-2-one
cpd32161,2,mupirocin F1
cpd11325,2,Mycinamicin VIII
cpd11324,2,Mycinamicin VII
cpd36220,2,CPD-17919
cpd37142,2,CPD-17920
cpd35095,2,rebaudioside B
cpd33778,2,"4-hydroxy-2-methyl-4-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]quinolin-3(4H)-one 1-oxide"
cpd34764,2,20-hydroxy-fusarin
cpd31550,2,carboxy-fusarin C
cpd32362,2,"cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl]"
cpd36001,2,1-aci-nitro-2-(4-hydroxyphenyl)ethane
cpd31424,2,4-(beta-D-ribofuranosyl)hydroxybenzene 5'-phosphate
cpd32742,2,"4,4'-diapolycopene-4-oate"
cpd37043,2,CPD-17125
cpd32503,2,estin
cpd33459,2,aszonalenin
cpd32938,2,gamma-L-glutamyl-(S)-methyl-L-cysteine
cpd37101,2,Mycolipanoyl-CoA
cpd36333,2,Mycolipenyl-CoA
cpd34995,2,8-O-methyl-fusarubinlactone
cpd36666,2,GalNAc-GlcA-GalNAc-GlcA-Gal-Gal-Xyl-Pr
cpd34036,2,L-arginyl-4-hydroxy-5-phosphonopentanoate
cpd35643,2,3-[(Z)-2-isocyanoethenyl]-1H-indole
cpd36880,2,Coniferonoyl-Lipid
cpd36508,2,Galactosylated-N-Glycan
cpd37166,2,13-Sial-Gal-N-glycans
cpd32225,2,18-oxo-9Z-octadec-9-enoyl-CoA
cpd33480,2,1-[[2-(acetylamino)-2-carboxyethyl]thio]-2-amino-3-oxo-8-formyl-3H-phenoxiazine
cpd36233,2,Man-12-Man-Proteins
cpd35563,2,(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
cpd31868,2,GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
cpd35681,2,"(4S,5R,6R)-5,6-epoxy-4-hydroxy-2-hydroxymethylcyclohex-2-en-1-one"
cpd37078,2,2-aminomalonyl-semialdehyde-PCP
cpd31647,2,3beta-hydroxycostunolide
cpd34855,2,1-palmitoyl-2-myristoyl phosphatidate
cpd34949,2,"5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonate"
cpd35287,2,loganetin
cpd34457,2,2-hydroxy trichodiene
cpd33966,2,"(4Z,7S,8E,10Z,13E,15Z,17S,19Z)7-hydroperoxy-17-hydroxydocosa-4,8,10,13,15,19-hexaenoate"
cpd31441,2,"a nascent peptidoglycan with D,D cross-links (meso-diaminopimelate containing)"
cpd31788,2,2-acetamido-3-[(4-hydroxy-1-oxononan-3-yl)sulfanyl]propanoate
cpd37290,2,L-methionyl--Membrane-Protein
cpd36522,2,Glc2Man9GlcNAc2-proteins
cpd37007,2,C34-carboxyphthiodiolenone-PpsAE
cpd34567,2,"(4E,9R,11R)-9,11-dihydroxy-2,4-dimethyl-3-oxodotriacont-4-enoate"
cpd35736,2,isonicotinate acyl radical
cpd29012,2,cyanidin 3-O-[2-O-(2-O-(sinapoyl)-bata-D-xylopyranosyl) 6-O-(4-O-(beta-D-glucopyranosyl)-p-coumaroyl-bata-D-glucopyranoside] 5-O-[6-O-(malonyl) bata-D-glucopyranoside]
cpd32627,2,N-(4-oxoglutaryl)-L-cysteinylglycine
cpd36934,2,1-Alkyl-glycerol-3-phosphate
cpd20193,2,Chloranil
cpd34473,2,L-2-amino-8-oxodecanoate
cpd36417,2,CPD-17982
cpd31771,2,"2,4-diacetylphloroglucinol"
cpd35701,2,6-cis-tridecenoyl-CoA
cpd36909,2,CPD-17296
cpd34144,2,archaetidylglycerol phosphate
cpd32364,2,4-MMP
cpd34463,2,(3E)-tetradec-3-enoyl-CoA
cpd36568,2,7-hydroxy-bacteriochlorophyllide-d
cpd36355,2,7-dihydroxy-bacteriochlorophyllide-d
cpd33495,2,fusarubinaldehyde
cpd37026,2,Beta-keto-Tyr-S-NovH
cpd34875,2,(5Z)-dodec-5-enoyl-CoA
cpd35667,2,4-O-acetyl-N-acetylmannosamine
cpd37242,2,Salicylmethyloxazolinyl-PmsG
cpd31988,2,pre-pseudomonine
cpd32024,2,18-hydroxy-octadecanoyl-CoA
cpd37203,2,3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs
cpd36790,2,7Z-3-oxo-hexadec-7-enoyl-ACPs
cpd36747,2,Protein-Arginine-Imidazolidine
cpd31976,2,"4,4-dihydroxy-4,4'-diapolycopene"
cpd33867,2,2-undecylpyrrole
cpd31818,2,undecylprodigiosin
cpd22412,2,2-methoxy-4-amino-5-hydroxymethylpyrimidine
cpd35400,2,"(3R)-3,4-dihydroxy-1-(phosphonatooxy)butan-2-one"
cpd35860,2,"(4S)-2,3-dehydroleucopelargonidin"
cpd36694,2,2-OH-beta-keto-Tyr-S-NovH
cpd33530,2,"6,7-O,O-dimethyl-N-deacetylisoipecoside aglycon"
cpd31393,2,protoemetine
cpd32253,2,3-oxo-(9Z)-octadecenoyl-CoA
cpd37113,2,NNN-Trimethyl-Ornithine-Lipid
cpd32959,2,3-acetylpropionic acid
cpd33294,2,4-oxopentanoyl-CoA
cpd33913,2,alpha-D-sedoheptulopyranose 7-phosphate
cpd33025,2,3-sulfanylhexan-1-ol
cpd32297,2,2'-phospho-cyclic ADP-ribose
cpd05428,2,Caranine
cpd36319,2,N4-N-ACETYL-BETA-D-GLUCOSAMINYL-XF
cpd31434,2,"5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil"
cpd35707,2,N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate
cpd33636,2,quinolin-6-ol
cpd31764,2,6-hydroxyquinolin-2(1H)-one
cpd34710,2,"2,5-dichloro-3-oxoadipate"
cpd35971,2,4-hydroxy-N-methyltryptamine 4-phosphate
cpd34091,2,salviol
cpd34079,2,3R-hydroxy-(11Z)-eicos-11-enoyl-CoA
cpd32046,2,"2'-hydroxy 3,6,7,4'-tetramethylquercetagetin 3'-O-beta-D-glucoside"
cpd35663,2,2-chloro-2-hydroxypropanoate
cpd36180,2,CPD-18035
cpd31405,2,5-methoxy-6-methylbenzimidazole ribotide phosphate
cpd35752,2,coelenterazine disulfonate dioxetanone
cpd34241,2,"(2E,6E,10E)-12-hydroxy-3,7,11-trimethyldodeca-2,6,10-trien-1-yl phosphonatooxyphosphonate"
cpd33375,2,(+)-secoisolariciresinol monoglucoside
cpd34240,2,2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate
cpd36443,2,CPD-17923
cpd36709,2,CPD-17924
cpd36342,2,N-terminal-L-cysteine-sulfonate
cpd34165,2,"ergosta-7,25(27)-dienol"
cpd32825,2,ergost-7-enol
cpd35185,2,"fusicocca-1,10(14)-diene-3,8beta,16-triol"
cpd35279,2,"16-hydroxy-3,7,11,15-tetramethylhexadecanoate"
cpd36454,2,Sophorosyloxy-FAs-O-6-Diacet
cpd05840,2,Ginsenoside Re
cpd32242,2,3-hydroxy-5-methyl-benzoate
cpd22912,2,3-methylgentisate
cpd34526,2,2-sulfinoacetaldehyde
cpd33619,2,O-methyl-4-O-[alpha-L-fucopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->3)-2-O-methyl-alpha-L-rhamnopyranosyl]-hydroxybenzoate
cpd34987,2,O-methyl-4-O-[2-O-methyl-alpha-L-fucopyranosyl-(1->3)-alpha-L-rhamnopyranosyl-(1->3)-2-O-methyl-alpha-L-rhamnopyranosyl]-hydroxybenzoate
cpd34159,2,2-(dihydroxymethyl)furan
cpd37259,2,CPD-17363
cpd36207,2,CPD-17366
cpd33702,2,omega-oxomenaquinone-4
cpd37210,2,DNA-deoxycytidine-thymidine-dimer
cpd35541,2,arabidopsis anthocyanin A3
cpd33515,2,arabidopsis anthocyanin A5
cpd36385,2,Open-tautomer-2-hydroxyflavanones
cpd32696,2,2-[(2'-methylsulfanyl)hexyl]maleate
cpd35689,2,5-methoxy-6-methylbenzimidazolyl cobamide 5'-phosphate
cpd32917,2,3-methylbutanol-cysteinylglycine
cpd37098,2,AcPIM5
cpd34898,2,4-deoxy-L-threo-hex-4-enopyranosiduronate-alpha-L-rhamnopyranose 3-sulfate
cpd34788,2,(S)-3-hydroxy-(11Z)-octadecenoyl-CoA
cpd31923,2,"2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate"
cpd23114,2,4-hydroxyisophthalate
cpd07125,2,Pedunculagin
cpd31935,2,"(2R,3S)-trans-coutarate"
cpd32262,2,3-acetyl T-2
cpd37235,2,GlcNAc-b2-O-D-mannosyl-Protein
cpd34466,2,"(9Z,11E)-tetradec-9,11-dienoyl-CoA"
cpd34381,2,4-methylphenyl adenosylcobamide 5'-phosphate
cpd33350,2,"UDP-6-deoxy-5,6-ene-GalNAc"
cpd35967,2,UDP-N-acetyl-tunicaminyl-uracil
cpd33463,2,(+)-7-epi-12-hydroxy-12-oxojasmonoyl-L-isoleucine
cpd35935,2,3-[(2-aminopentan-5-oylcarbamoyl)methyl]-3-hydroxybutanoate
cpd33541,2,"(10bS,4aR)-oxomaritinamine"
cpd37245,2,2-Amino-3-sulfanylprop-2-enoate-HlmE
cpd36733,2,Cys-Cys-HlmE
cpd36532,2,2-Aminoadipyl-LYS2
cpd35371,2,"2,4-dinitrocyclohexan-1-one"
cpd36327,2,Peptide-with-N-terminal-Aspartate
cpd17486,2,Isonocardicin C
cpd36205,2,CPD-19787
cpd33277,2,delphinidin 3-O-rutinoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside)
cpd34944,2,"2,6-dichloro-3-(glutathion-S-yl)-hydroquinone"
cpd36078,2,alkenyl-glucosinolate
cpd35097,2,"(3R)-hydroxy, 6-cis-tridecenoyl-CoA"
cpd35966,2,"6-[3-hydroxy-2-(3,5,7-trioxononanoyl)phenyl]-3,5-dioxohexanoate"
cpd32617,2,strictosamide ketolactam
cpd34357,2,"porifersta-7,25(27)-dienol"
cpd36080,2,CPD-18266
cpd32991,2,"N1-citryl-N3-decanoyl-N3-hydroxy-1,3-diaminopropane"
cpd33918,2,"N5-2,4-diaminobutanoate-N1-citryl-N3-decanoyl-N3-hydroxy-1,3-diaminopropane"
cpd34103,2,ginsenoside C-Y
cpd36647,2,DHB-glycyl-DhbF
cpd26401,2,linoleic acid hydroperoxide
cpd36232,2,CPD-18714
cpd37208,2,CPD-18715
cpd33334,2,ginsenoside C-O
cpd32683,2,"(2R,6R,2'R,6'R)-decaprenoxanthin"
cpd32568,2,decaprenoxanthin beta-D-glucoside
cpd32159,2,4-hydroxybenzoate methyl ester
cpd35414,2,4-O-(alpha-L-rhamnopyranosyl)-hydroxybenzoate methyl ester
cpd32358,2,notoamide T
cpd36651,2,CPD-16923
cpd32462,2,"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"
cpd32905,2,"3-O-phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"
cpd32885,2,"(2E,14E,18E)-lycopatriene"
cpd32020,2,Man2-GlcNAc-PP-undecaprenol
cpd35432,2,hydrodidemethylasterriquinone D
cpd34308,2,"(Z)-N,N'-(but-2-ene-2,3-diyl)diacetamide"
cpd37021,2,Peptidoglycan-With-Cle-Pentagly-Bridges
cpd33273,2,roquefortine D
cpd34834,2,"3,3'-dimethylquercetin"
cpd37238,2,CPD-17279
cpd33477,2,"4,7-dihydroxy-2-methyl-5-oxocyclohepta-1,3,6-triene-1-carbaldehyde"
cpd34623,2,gamma-L-Glu-Gly-Gly
cpd32576,2,2-hydroxyisobutyramide
cpd36174,2,L-Glutaminyl-Peptides
cpd36649,2,B12-Methylmalonyl-CoA-Mutase
cpd25929,2,acinetobactin
cpd33961,2,4-(4-hydroxyphenyl)-2-oxobutanoate
cpd34550,2,"(4Z,7S,8E,10Z,13Z,15E,17R,19Z)-7-hydroperoxy17-hydroxydocosa-4,8,10,13,15,19-hexaenoate"
cpd32778,2,L-leucyl-arginomycin
cpd35950,2,(3S)-5-{[amino(iminio)methyl]amino}-3-ammoniopentanoate
cpd35666,2,"7-carboxy-4-methyl-3,5-dioxoheptanoyl-CoA"
cpd36077,2,Tyr-S-NovH
cpd33837,2,oryzalexin B
cpd34067,2,oryzalexin C
cpd32978,2,CMP-5'-3-(N-acetyl-N-hydroxy)aminopropylphosphonate
cpd32251,2,2-S-cysteinyldopa
cpd32473,2,"1,4-diketo-2-naphthoate"
cpd35742,2,"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-6-methoxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside"
cpd37084,2,Alpha-1-3-Branched-Arabinans
cpd34541,2,"3-bromo-4,5-dihydroxybenzoate"
cpd32365,2,6beta-hydroxy-beta-amyrin
cpd34525,2,"(4Z,7E,10Z,13Z,15Z,17R,19Z)-17-hydroperoxydocosa 4,7,10,13,15,19-hexaenoate"
cpd35872,2,(25R)-3-oxocholest-4-en-26-oyl-CoA
cpd33257,2,"4,8,12,16,20-pentamethylheptacosanoyl-CoA"
cpd33766,2,"4,8,12,16,20-pentamethylheptacosan-1-ol"
cpd35664,2,urolithin E
cpd22570,2,2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone
cpd36857,2,a-pyruvate-dehydrogenase-E2-protein-Nsup
cpd37125,2,N-terminal-L-alanine
cpd33518,2,(R)-mevalonate 3-phosphate
cpd34576,2,(-)-indolactam V
cpd36575,2,NN-Dimethyl-Ornithine-Lipid
cpd34453,2,6-trans-tridecenoyl-CoA
cpd32749,2,preandiloid A
cpd32388,2,preandiloid B
cpd32504,2,"2-chloro-N-(2,6-diethylphenyl)-N-methylacetamide"
cpd34787,2,N-glutamylanilide diol
cpd37294,2,"1-aminocyclohexa-3,5-diene-1,2-diol"
cpd08960,2,(-)-8-Demethylmaritidine
cpd34160,2,"3,4',4'-trihydroxy-4-keto-beta,beta-carotene"
cpd34644,2,"2-GDP-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol]"
cpd35353,2,"(2Z,4Z)-2-amino-5-chlorohexa-2,4-dienedioate"
cpd33444,2,"3-[(2Z,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate"
cpd33210,2,"11',11'--dimethyl-2'-epi-fumiquinazoline A"
cpd33910,2,2-benzyl-3-oxobutanedioate
cpd36998,2,AcDMPT-L-Alanyl-PhsB
cpd32587,2,"2,4,6-trimethyl-tetracosanoate"
cpd35037,2,"2,4,6-trimethyl-tetracosyl-CoA"
cpd34745,2,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA"
cpd31768,2,terpendole C
cpd37266,2,11Z-3-oxo-icos-11-enoyl-ACPs
cpd37122,2,CPD-17994
cpd24416,2,1-Methyl-D-galactopyranoside
cpd33494,2,(-)-4'-demethyl-epipodophyllotoxin
cpd36911,2,Coelenteramides
cpd35510,2,12-ethyl-71-hydroxy-8-isobutylbacteriochlorophyllide c
cpd33396,2,dimeric rubrofusarin
cpd36567,2,CPD-17990
cpd24846,2,9'-HOABA
cpd33099,2,6-phospho-beta-D-galactose
cpd32083,2,fusaridione A
cpd32590,2,"1,1-ethanediol"
cpd33795,2,"3,15-diacetyl-nivalenol"
cpd35921,2,20-hydroxyecdysone-26-aldehyde
cpd05525,2,Betulin
cpd32347,2,3-hydroxyquinaldate adenylate
cpd36607,2,Protein-With-N-Terminal-Asn
cpd36063,2,CPD-17997
cpd36550,2,R2-2OH-Straight-Chain-234-Sat-FA-CoA
cpd32736,2,(+)-dehydrodiconiferyl acid gem-diol
cpd32626,2,"(2E,11Z)-hexadec-2,11-dienoyl-CoA"
cpd36905,2,S-ubiquitinyl-E3-independent-E2-Cys
cpd33841,2,quercetin-3-gentiotrioside
cpd36387,2,Beta-hydroxy-Trp-Tryptophanyl-CP
cpd33734,2,"4,4'-diapolycopen-4-al-4'-oate"
cpd33492,2,9beta-stemod-13(17)-en-19-al
cpd35227,2,lipid A-core-pyrophosphoethanolamine
cpd34371,2,(2S)-2-amino-4-[(2R)-2-amino-3-hydroxypropoxy]butanoate
cpd34659,2,"3beta,12alpha-dihydroxy-5beta-cholan-24-oate"
cpd31492,2,stipitaldehydate
cpd34755,2,alpha-D-ribose-1-[N-(phosphonomethyl)glycine] 5-triphosphate
cpd31790,2,(Chol-P-GalNAc)-GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
cpd33565,2,ochrindole D
cpd34579,2,"2-hydroxy-6-(1H-indol-3-yl)-5-(3-methylbut-2-en-1-yl)-3-[2-(2-methylbut-3-en-2-yl)-1H-indol-3-yl]-1,4-benzoquinone"
cpd21159,2,Diatoxanthin
cpd34639,2,"(3R)-hydroxy-20:2delta11,14"
cpd32037,2,"(11Z,14Z)-3-oxoicosa-11,14-dienoyl-CoA"
cpd33755,2,"(4S,5R)-4,5,6-trihydroxy-2-iminohexanoate"
cpd35549,2,"4-bromo-2,3-dihydroxydiphenyl ether"
cpd31680,2,"(2Z,4E)-2-hydroxy-6-oxo-(4-bromophenoxy)-hexa-2,4-dienoate"
cpd36299,2,FeS-Cluster-Co-Chaperones
cpd36350,2,CD-SP-2Fe2S-Complex
cpd37267,2,DNA-with-3-prime-pp-5-prime-A-cap
cpd36604,2,AcPIM3
cpd34774,2,echinocandin D
cpd32956,2,2-(6-oxo-1-oxaspiro[2.5]octa-4-glucosyl)-6-hydroxy-1-benzofuran-3-one
cpd35025,2,"lanosta-8,24-dien-3beta-yl (9Z)-octadec-9-enoate"
cpd34700,2,(11Z)-tetradec-11-enol
cpd34697,2,"(1S,4R,5S,6R)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl phosphate"
cpd34998,2,GDP-valienol
cpd36980,2,N-terminal-ubiquitinyl-proteins
cpd34257,2,"3,6,7,2',4'-pentamethylquercetagetin"
cpd33097,2,"3,6,7,2',4'-pentamethylquercetagetin 3'-O-beta-D-glucoside"
cpd35936,2,8-demethyl-8-alpha-L-rhamnosyl-tetracenomycin C
cpd36659,2,RNA-Containing-Guanosine
cpd36960,2,Apoaequorins-with-CTZ
cpd36976,2,CPD-17741
cpd36814,2,CPD-18681
cpd36629,2,CPD-18682
cpd36412,2,CD-2S-SP-Complex
cpd15189,2,4-Fluorophenol
cpd32706,2,alpha-D-GalA-(1->4)-beta-D-GlcA-(1->4)-beta-D-Glc-DolP
cpd33429,2,7(8)-dihydroisojusticidin B
cpd32609,2,2-[2-(methylsulfanyl)ethyl]-3-oxobutanedioate
cpd34068,2,"(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol"
cpd32239,2,"(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol"
cpd37045,2,CPD-18282
cpd36750,2,N-terminal-L-leucyl-L-aspartyl-Protein
cpd33116,2,2-(glutathion-S-yl)-propene
cpd35364,2,4-epi-balhimycin
cpd37219,2,Calendoyl-Lipid
cpd32823,2,"(2R,3S,4S,7R)-3-hydroxy-4,6-dimethyl-6,11-diazatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),9,12,14-tetraen-6-ium"
cpd33194,2,E-phytenoyl-CoA
cpd36097,2,EF-P-lysyl-hydroxylysine
cpd37020,2,LysW-L-ornithine
cpd36277,2,LysW-L-glutamate-5-semialdehyde
cpd35404,2,3-hydroxy-4-methylbenzaldehyde
cpd02891,2,"2,6-Diamino-4-hydroxy-5-(N-methyl)formamidopyrimidine"
cpd36867,2,RNA-Containing-Uridine
cpd37001,2,RNA-3prime-Uridine-3prime-P
cpd35870,2,homo-UWM6
cpd32964,2,2-(8-hydroxy-2-oxotridecyl)-6-oxopyran-4-olate
cpd36090,2,"(5R,7S,8R,10E,12R,13S)-5,7,13-trihydroxy-8,12-dimethyl-3-oxotetradec-10-enoyl-[acp]"
cpd36865,2,MupA-Product
cpd32160,2,tryptoquialanone
