cpd_id	result_type	field	old_value	new_value	pubchem_cid	strategy	query
cpd00934	STEREO_DIFF	InChIKey	CIPFCGZLFXVXBG-CNWJWELYSA-F	CIPFCGZLFXVXBG-FTSGZOCFSA-F	24742076	chebi_xref	CHEBI:57895
cpd00934	STEREO_DIFF	InChI	InChI=1S/C6H16O18P4/c7-1-3(21-25(9,10)11)2(8)5(23-27(15,16)17)6(24-28(18,19)20)4(1)22-26(12,13)14/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/p-8/t1-,2-,3-,4+,5-,6-/m0/s1	InChI=1S/C6H16O18P4/c7-1-3(21-25(9,10)11)2(8)5(23-27(15,16)17)6(24-28(18,19)20)4(1)22-26(12,13)14/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/p-8/t1-,2-,3?,4-,5+,6?/m0/s1	24742076	chebi_xref	CHEBI:57895
cpd00935	MISMATCH	SMILE	O=C([O-])C(=O)C=CCC(=O)c1ccccc1	C1=CC=C(C=C1)/C(=C/C=C\C(=O)C(=O)O)/O	5280419	kegg_xref	C01273
cpd00935	MISMATCH	InChIKey	QPGAZPBFRAAJBD-UHFFFAOYSA-M	YOVXRIACERVBAG-LJBIEAABSA-N	5280419	kegg_xref	C01273
cpd00935	MISMATCH	InChI	InChI=1S/C12H10O4/c13-10(9-5-2-1-3-6-9)7-4-8-11(14)12(15)16/h1-6,8H,7H2,(H,15,16)/p-1	InChI=1S/C12H10O4/c13-10(9-5-2-1-3-6-9)7-4-8-11(14)12(15)16/h1-8,13H,(H,15,16)/b8-4-,10-7-	5280419	kegg_xref	C01273
cpd00942	STEREO_DIFF	SMILE	[NH3+][C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1[NH3+])O)O)OP(=O)([O-])[O-])O)O	25243876	chebi_xref	CHEBI:58325
cpd00942	STEREO_DIFF	InChIKey	AYESCHMRXGYEFV-CDRYSYESSA-M	AYESCHMRXGYEFV-UYSNGIAKSA-M	25243876	chebi_xref	CHEBI:58325
cpd00942	STEREO_DIFF	InChI	InChI=1S/C6H14NO8P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-6,8-11H,7H2,(H2,12,13,14)/p-1/t1-,2-,3+,4+,5-,6-	InChI=1S/C6H14NO8P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-6,8-11H,7H2,(H2,12,13,14)/p-1/t1?,2-,3+,4+,5-,6?	25243876	chebi_xref	CHEBI:58325
cpd00943	STEREO_DIFF	SMILE	O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H](O)[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]	[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	23615305	chebi_xref	CHEBI:57733
cpd00943	STEREO_DIFF	InChIKey	CTPQAXVNYGZUAJ-KXXVROSKSA-D	CTPQAXVNYGZUAJ-UYSNGIAKSA-D	23615305	chebi_xref	CHEBI:57733
cpd00943	STEREO_DIFF	InChI	InChI=1S/C6H17O21P5/c7-1-2(23-28(8,9)10)4(25-30(14,15)16)6(27-32(20,21)22)5(26-31(17,18)19)3(1)24-29(11,12)13/h1-7H,(H2,8,9,10)(H2,11,12,13)(H2,14,15,16)(H2,17,18,19)(H2,20,21,22)/p-10/t1-,2+,3-,4-,5+,6+	InChI=1S/C6H17O21P5/c7-1-2(23-28(8,9)10)4(25-30(14,15)16)6(27-32(20,21)22)5(26-31(17,18)19)3(1)24-29(11,12)13/h1-7H,(H2,8,9,10)(H2,11,12,13)(H2,14,15,16)(H2,17,18,19)(H2,20,21,22)/p-10/t1?,2-,3+,4+,5-,6?	23615305	chebi_xref	CHEBI:57733
cpd00950	STEREO_DIFF	SMILE	NC(=[NH2+])N[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1[NH+]=C(N)N)O)O)OP(=O)([O-])[O-])O)O	25244678	chebi_xref	CHEBI:57656
cpd00950	STEREO_DIFF	InChIKey	LQSANMIGNWXLNF-CDRYSYESSA-M	LQSANMIGNWXLNF-UYSNGIAKSA-M	25244678	chebi_xref	CHEBI:57656
cpd00950	STEREO_DIFF	InChI	InChI=1S/C7H16N3O8P/c8-7(9)10-1-2(11)4(13)6(5(14)3(1)12)18-19(15,16)17/h1-6,11-14H,(H4,8,9,10)(H2,15,16,17)/p-1/t1-,2-,3+,4+,5-,6-	InChI=1S/C7H16N3O8P/c8-7(9)10-1-2(11)4(13)6(5(14)3(1)12)18-19(15,16)17/h1-6,11-14H,(H4,8,9,10)(H2,15,16,17)/p-1/t1?,2-,3+,4+,5-,6?	25244678	chebi_xref	CHEBI:57656
cpd00982	MISMATCH	SMILE	Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)C1=NC(=O)NC(=O)C1N2	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	46931118	chebi_xref	CHEBI:58307
cpd00982	MISMATCH	InChIKey	SDBHOOIZTSVSKT-UDQMLWBPSA-L	YPZRHBJKEMOYQH-UYBVJOGSSA-L	46931118	chebi_xref	CHEBI:58307
cpd00982	MISMATCH	InChI	InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,18-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/p-2/t14-,15+,16+,18?,19-,20+,21+,26+/m0/s1	InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1	46931118	chebi_xref	CHEBI:58307
cpd00986	MISMATCH	SMILE	O=C([O-])c1cc(C(=O)[O-])c2c(n1)c(O)c(O)c1cc(C(=O)[O-])[nH]c12	C1=C(NC2=C(C(=C3C=C(N=C3C2=C1C(=O)[O-])C(=O)O)[O-])[O-])C(=O)[O-]	136351784	chebi_xref	CHEBI:77660
cpd00986	MISMATCH	InChIKey	QZMUBZJJJKIXKV-UHFFFAOYSA-K	QKZCLDGSTDNTDJ-UHFFFAOYSA-J	136351784	chebi_xref	CHEBI:77660
cpd00986	MISMATCH	InChI	InChI=1S/C14H8N2O8/c17-10-4-2-6(14(23)24)15-8(4)7-3(12(19)20)1-5(13(21)22)16-9(7)11(10)18/h1-2,15,17-18H,(H,19,20)(H,21,22)(H,23,24)/p-3	InChI=1S/C14H8N2O8/c17-10-4-2-6(14(23)24)15-8(4)7-3(12(19)20)1-5(13(21)22)16-9(7)11(10)18/h1-2,16-18H,(H,19,20)(H,21,22)(H,23,24)/p-4	136351784	chebi_xref	CHEBI:77660
cpd01015	MISMATCH	SMILE	N#C[O-]	C(=[N-])=O	105034	chebi_xref	CHEBI:29195
cpd01015	MISMATCH	InChIKey	XLJMAIOERFSOGZ-UHFFFAOYSA-M	IQPQWNKOIGAROB-UHFFFAOYSA-N	105034	chebi_xref	CHEBI:29195
cpd01015	MISMATCH	InChI	InChI=1S/CHNO/c2-1-3/h3H/p-1	InChI=1S/CNO/c2-1-3/q-1	105034	chebi_xref	CHEBI:29195
cpd01049	STEREO_DIFF	SMILE	C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2	C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	21608699	chebi_xref	CHEBI:57858
cpd01049	STEREO_DIFF	InChIKey	RKUNBYITZUJHSG-SPUOUPEWSA-O	RKUNBYITZUJHSG-PJPHBNEVSA-O	21608699	chebi_xref	CHEBI:57858
cpd01049	STEREO_DIFF	InChI	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/p+1/t13-,14+,15+,16?	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/p+1/t13-,14+,15?,16?	21608699	chebi_xref	CHEBI:57858
cpd01053	MISMATCH	SMILE	[O-][Cl+2]([O-])[O-]	[O-]Cl(=O)=O	104770	chebi_xref	CHEBI:49709
cpd01053	MISMATCH	InChIKey	TYJXBNGPLHOYOB-UHFFFAOYSA-N	XTEGARKTQYYJKE-UHFFFAOYSA-M	104770	chebi_xref	CHEBI:49709
cpd01053	MISMATCH	InChI	InChI=1S/ClO3/c2-1(3)4/q-1	InChI=1S/ClHO3/c2-1(3)4/h(H,2,3,4)/p-1	104770	chebi_xref	CHEBI:49709
cpd01054	MISMATCH	SMILE	[O-][Cl+][O-]	[O-]Cl=O	197148	chebi_xref	CHEBI:17441
cpd01054	MISMATCH	InChIKey	GXXLZZYHIIGRLP-UHFFFAOYSA-N	QBWCMBCROVPCKQ-UHFFFAOYSA-M	197148	chebi_xref	CHEBI:17441
cpd01054	MISMATCH	InChI	InChI=1S/ClO2/c2-1-3/q-1	InChI=1S/ClHO2/c2-1-3/h(H,2,3)/p-1	197148	chebi_xref	CHEBI:17441
