cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	mismatch_detail
cpd30774	(2<i>E</i>,4<i>E</i>,6<i>E</i>)-7-hydroxy-4-methylhepta-2,4,6-trienal	CHEBI:67191	chebi_xref	MISMATCH	OGPHOJRFHRWEEZ-MSGXFJBMSA-N	TYQZWSFEJJSSQR-YUHMVAQCSA-N	70678836	CC(/C=C/C=O)=C\CC=O	C/C(=C\C=C\O)/C=C/C=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31007	1-(4-Hydroxyphenylazo)-2-naphthol	C20281	kegg_xref	MISMATCH	DESSBFYEWJUENB-UHFFFAOYSA-N	VFCMIQSRZVLDRW-UHFFFAOYSA-N	167212	O=C1C=CC(=NNc2c(O)ccc3ccccc23)C=C1	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31008	1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol	C20282	kegg_xref	MISMATCH	QARMLIUGXOTTOR-UHFFFAOYSA-N	AKAPJADGYIGRPD-UHFFFAOYSA-N	136242437	O=C1C=CC(=NNc2c(O)ccc3cc(O)ccc23)C=C1	C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31009	1-(3,4-Dihydroxyphenylazo)-2-naphthol	C20283	kegg_xref	MISMATCH	XTAXVTVYTSBQAY-UHFFFAOYSA-N	SBQMYKDRQXVKJM-UHFFFAOYSA-N	136235018	O=C1C=CC(=NNc2c(O)ccc3ccccc23)C=C1O	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC(=C(C=C3)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31210	(-)-Fusaproliferin	C20591	kegg_xref	MISMATCH	GPCSFXDBOKPNCK-WAKBCBSJSA-N	VRGWBRLULZUWAJ-UEWDWXLZSA-N	6506535	CC(=O)OC[C@@H](C)C1C(=O)C(=O)[C@@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@H](O)/C(C)=C/C[C@H]12	C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)COC(=O)C)C)/C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31414	andilesin D	andilesin D	name_lookup	MISMATCH	HCZMDMWUWWWPFU-SJCPBWDLSA-N	MLOIPFPOSFHITC-NPEZIVKXSA-N	91819736	CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC[C@]13C[C@]4(C)C(=O)[C@](C)(C[C@@H]21)[C@]31COC(=O)C1=C4O	C[C@@]12C[C@H]3[C@]4(C=CC(=O)OC([C@@H]4CC[C@@]35[C@@]16COC(=O)[C@H]6C(=O)[C@](C5)(C2=O)C)(C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31580	3,5,7,9,11,13,15,17,19-nonaoxohenicosanoate	3,5,7,9,11,13,15,17,19-nonaoxohenicosanoate	name_lookup	MISMATCH	SEPXPWOAJAMFQP-UHFFFAOYSA-M	PURNWHCCRVOHRA-UHFFFAOYSA-M	102514926	CCC(O)=CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)[O-]	CCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)[O-]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31851	reduced coenzyme F420-0	reduced factor 420-0	name_lookup	MISMATCH	CHFAVBLYYVMBND-DTCBKJPSSA-L	WURYRBDSLRFOSU-GQPBWUKJSA-L	91819799	C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2Cc2ccc(O)cc21)C(=O)[O-]	C[C@@H](C(=O)[O-])OP(=O)([O-])OC[C@H]([C@H]([C@H](CN1C2=C(CC3=C1NC(=O)NC3=O)C=CC(=C2)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd31921	3,5-dioxodecanoyl-CoA	3,5-dioxodecanoyl-CoA	name_lookup	MISMATCH	HKARBOJODOFSOJ-HSJNEKGZSA-J	CFIAMSAKPMQXNK-HSJNEKGZSA-J	90657355	CCCCCC(O)=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CCCCCC(=O)CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd32049	azinomycin B	azinomycin B	name_lookup	MISMATCH	IQWCLIQEHUJVMV-GWRXLGHJSA-N	QIKVYJOCQXXRSJ-PKDLRSQSSA-N	14476972	COc1cc(C(=O)O[C@H](C(=O)N/C(C(=O)NC(C=O)=C(C)O)=C2\[C@@H](OC(C)=O)[C@H](O)[C@@H]3CN23)[C@]2(C)CO2)c2cccc(C)c2c1	CC1=C2C=C(C=C(C2=CC=C1)C(=O)O[C@H](C(=O)N/C(=C/3\[C@H]([C@@H]([C@H]4N3C4)O)OC(=O)C)/C(=O)N/C(=C\O)/C(=O)C)[C@@]5(CO5)C)OC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd11318	Leinamycin	C15677	kegg_xref	MISMATCH	GINFACNXJRAECC-NVLDYPSISA-N	ZHTRILQJTPJGNK-FYBAATNNSA-N	9849230	C/C1=C\C(=O)C(=O)CC/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)S(=O)SC(=O)[C@]2(C)O	C[C@@H]1C2=NC(=CS2)/C=C\C=C\C(=O)[C@@H](/C=C(/CC[C@@]3(CC(=O)N1)[C@@](C(=O)SS3=O)(C)O)\C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd11407	Halstoctacosanolide A	C15766	kegg_xref	MISMATCH	UOHCPNKBCFDEOG-YFOVHLEMSA-N	GQHNSYURZJAIPC-IFGCVEQJSA-N	10259958	CCC(O)C(C)C(O)CC(O)C(O)/C=C(\C)CC(C)C1CC(O)C(C)/C=C/C=C/CC(C)C(=O)CC2CCC(C)C(O)(C/C=C(C)\C=C(/C)C(=O)C(=O)CC(C)C(=O)O1)O2	CCC(C(C)C(CC(C(/C=C(\C)/CC(C)C1CC(C(/C=C/C=C/CC(C(=O)CC2CCC(C(O2)(C/C=C(\C=C(\C(C(=O)/C=C(/C(=O)O1)\C)O)/C)/C)O)C)C)C)O)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd00532	(O2)(.-)	CHEBI:18421	chebi_xref	MISMATCH	MXDZWXWHPVATGF-UHFFFAOYSA-N	OUUQCZGPVNCOIJ-UHFFFAOYSA-M	5359597	[O][O-]	[O-][O]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd01372	Aspulvinone G	C02007	kegg_xref	MISMATCH	LYLYJIOHMZZUCM-AUWJEWJLSA-N	LNJMXTRRBBPZDK-AUWJEWJLSA-N	56928062	O=C1O/C(=C\c2ccc(O)cc2)C(=O)C1c1ccc(O)cc1O	C1=CC(=CC=C1/C=C\2/C(=C(C(=O)O2)C3=C(C=C(C=C3)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd02882	1-[(5-amino-2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)amino]-1-deoxy-D-ribitol	CHEBI:15934	chebi_xref	MISMATCH	YQOUVEJNFQOENO-DDVDLICKSA-N	XKQZIXVJVUPORE-RPDRRWSUSA-N	193516	NC1C(=O)NC(=O)N=C1NC[C@H](O)[C@H](O)[C@H](O)CO	C([C@@H]([C@@H]([C@@H](CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd02961	2-AMINO-7,8-DIHYDRO-6-(1,2,3-TRIHYDROXYPROPYL)-4(1H)-PTERIDINONE	CHEBI:17001	chebi_xref	MISMATCH	VFVVPBBLCNJQRK-SRBOSORUSA-N	YQIFAMYNGGOTFB-XINAWCOVSA-N	135398602	Nc1nc(=O)c2c([nH]1)NCC(C(=O)[C@H](O)CO)N2	C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](CO)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20034	Alloxydim	C18772	kegg_xref	MISMATCH	GAVUFZVBSUMBQW-WOJGMQOQSA-N	MSNWHIVXIUIVPC-WOJGMQOQSA-N	6376209	C=CCO/N=C(\CCC)C1=C(O)CC(C)(C)C(C(=O)OC)=C1O	CCC/C(=N\OCC=C)/C1C(=O)CC(C(C1=O)C(=O)OC)(C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20109	Chalcolactone	C18848	kegg_xref	MISMATCH	ASKUCMFYPBVEFV-ZOAZLDGZSA-N	LCZVAZIKJSPLAY-GLVZILGKSA-N	53297411	C[C@@H]1C[C@H](C)[C@H](O)[C@@H](C)C(O)=CC(=O)O[C@H](C)[C@@H](C)/C=C/C=C/C1=O	C[C@H]1C[C@H](C(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)CC(=O)[C@@H]([C@H]1O)C)C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20184	Benquinox	C18924	kegg_xref	MISMATCH	MQIVNMHALJNFMG-ILYHAJGMSA-N	ORLIFVYIUIQGOA-UHFFFAOYSA-N	10320	O=C(NN=C1C=CC(=NO)C=C1)c1ccccc1	C1=CC=C(C=C1)C(=O)NNC2=CC=C(C=C2)N=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20553	Potassium bromate	C19295	kegg_xref	MISMATCH	YKMIIXZZCULMJS-UHFFFAOYSA-N	OCATYIAKPYKMPG-UHFFFAOYSA-M	23673461	[K+].[O-][Br+2]([O-])[O-]	[O-]Br(=O)=O.[K+]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20602	para-Benzoquinone dioxime	C19345	kegg_xref	MISMATCH	LNHURPJLTHSVMU-UHFFFAOYSA-N	DZCCLNYLUGNUKQ-UHFFFAOYSA-N	7737	ON=C1C=CC(=NO)C=C1	C1=CC(=CC=C1NO)N=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20775	1-[2-[2-Methyl-4-[2-(2-methylphenyl)diazenyl]phenyl]diazenyl]-2-naphthalenol	C19520	kegg_xref	MISMATCH	WYHWFOBMQSBRRY-UHFFFAOYSA-N	RCTGMCJBQGBLKT-UHFFFAOYSA-N	62330	CC1=CC(=NNc2ccccc2C)C=CC1=NN=C1C(=O)C=Cc2ccccc21	CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20778	Sodium chlorite	C19523	kegg_xref	MISMATCH	WEKMZMIIYLFEIJ-UHFFFAOYSA-N	UKLNMMHNWFDKNT-UHFFFAOYSA-M	23668197	[Na+].[O-][Cl+][O-]	[O-]Cl=O.[Na+]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd46957	Rif5 intermediate 1	Rif5 intermediate 1	name_lookup	MISMATCH	LBQXIQNXBYJSOU-AOUKXVOZSA-N	CXTLWUHZGCESRE-JKSIFZGQSA-N	138319094	C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](CO)C(=O)C(C)C(=O)c2c(O)c(C)c(O)c3c2C(=O)C=C(NC1=O)C3=O	C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=O)C3=C(/C(=C(\C(=O)[C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)O)C)O)CO)/C)/O)C(=C(C(=C3C2=O)O)C)O)/C	IGNORE:likely_tautomer (tanimoto=0.83, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd46973	16-deoxyversicolorin A epoxide	16-deoxyversicolorin A epoxide	name_lookup	MISMATCH	RRGWPAXNKRQBAM-VSHIDSMCSA-N	XKJFXJMPURQWDP-VSHIDSMCSA-N	154586065	O=C1c2cc3c(c(O)c2C(=O)C24OC12C=CCC4=O)[C@@H]1C=CO[C@@H]1O3	C1=CC23C(=O)C4=CC5=C([C@@H]6C=CO[C@@H]6O5)C(=C4C(=O)C2(O3)C(=C1)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd47055	3,7-dihydro-3-propyl-1H-purine-2,6-dione	enprofilina	name_lookup	MISMATCH	VRRVQCOZGQCWCI-UHFFFAOYSA-N	SIQPXVQCUCHWDI-UHFFFAOYSA-N	1676	CCCn1c(O)nc(O)c2ncnc1-2	CCCN1C2=C(C(=O)NC1=O)NC=N2	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd47754	antimycin A<sub>14</sub>	antimycin A14	name_lookup	MISMATCH	VTMILIGIOAKPON-VTJCBYAASA-N	CZYXNAWJKPZBBQ-VTJCBYAASA-N	11478557	CCCC(C)CC(=O)O[C@H]1[C@H](C)OC(=O)[C@@H](NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC(=O)[C@@H]1CCC(C)C	CCC(C)CCC(=O)O[C@H]1[C@@H](OC(=O)[C@H]([C@H](OC(=O)[C@@H]1CCC(C)C)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C	IGNORE:likely_tautomer (tanimoto=0.81, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd47782	antimycin A<sub>13</sub>	antimycin A13	name_lookup	MISMATCH	ZEXXMKULURKRLH-WJYIPEHTSA-N	DBRQOXPBANMULX-WJYIPEHTSA-N	11307356	CCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)CCC	CCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CCC(C)CC	IGNORE:likely_tautomer (tanimoto=0.83, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd47832	2-acyl-<i>sn</i>-glycero-3-phosphoglycerol (n-C14:1)	2-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	name_lookup	MISMATCH	ACWLYYNLRJOYRA-ZYHOBAKYSA-M	BHICCPXVDIQMCF-AWTIPJNISA-M	176454255	CCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H](O)CO	CCCCCC/C=C\CCCCCC(=O)O[C@H](CO)COP(=O)([O-])OC[C@H](CO)O	IGNORE:likely_tautomer (tanimoto=0.96, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd38814	2-acetyl-3,4a,8,10,11,12a-hexahydroxy-1,4,4a,5,12,12a-hexahydrotetracene-1,12-dione	CHEBI:146218	chebi_xref	MISMATCH	QUQTYIYOYNVOJS-UHFFFAOYSA-M	RGYIMTSNKPPPSO-UHFFFAOYSA-M	145944440	CC(=O)C1=C([O-])CC2(O)Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)C2(O)C1=O	CC(=O)C1=C(C2(C(=O)C3=C(C4=C(C=C(C=C4C=C3CC2(CC1=O)O)O)O)O)O)[O-]	IGNORE:likely_tautomer (tanimoto=0.81, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd38896	(2S)-2-(4-hydoxybenzyl)-3-(4-hydroxyphenyl)-2-furonol carboxylate	CHEBI:149630	chebi_xref	MISMATCH	MQAMXXNTJFATOL-IBYPIGCZSA-M	DVKOSMUSPQXJAK-SFHVURJKSA-M	146170824	O=C1O[C@](Cc2ccc(O)cc2)(C(=O)[O-])C(c2ccc(O)cc2)C1=O	C1=CC(=CC=C1C[C@]2(C(=C(C(=O)O2)O)C3=CC=C(C=C3)O)C(=O)[O-])O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38999	(1S,3R,6R,8R,9R,11R,14S,15S,19R,20R)-8-ethyl-9,15-dihydroxy-3,4,6,20-tetramethyl-21,23-dioxo-24-azapentacyclo[20.2.1.0(1,6).0(11,20).0(14,19)]pentacosa-4,12,22(25)-trien-25-olate	CHEBI:155856	chebi_xref	MISMATCH	FVMMLTQICWHKRS-XEYQCMGESA-M	NINHBZILGZWTQT-JLZVEVNZSA-M	146672900	CC[C@@H]1C[C@]2(C)C=C(C)[C@H](C)C[C@]23NC(=O)C(=C3[O-])C(=O)[C@@]2(C)[C@@H]3CCC[C@H](O)[C@H]3C=C[C@H]2C[C@H]1O	CC[C@@H]1C[C@@]2(C=C([C@@H](C[C@@]23C(=O)/C(=C(/[C@]4([C@@H]5CCC[C@@H]([C@H]5C=C[C@H]4C[C@H]1O)O)C)\[O-])/C(=O)N3)C)C)C	IGNORE:likely_tautomer (tanimoto=0.89, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
